City_ID,city,max_temp,weather,lat,lon,Hotel Name
91,georgetown,79.9,few clouds,5.4112,100.3354,
92,kapaa,78.19,light rain,22.0752,-159.319,
96,ribeira grande,71.71,scattered clouds,38.5167,-28.7,
100,rikitea,73.63,broken clouds,-23.1203,-134.9692,
103,avarua,77.05,broken clouds,-21.2078,-159.775,
106,guerrero negro,84.33,overcast clouds,27.9769,-114.0611,
110,souillac,72.36,few clouds,-20.5167,57.5167,
111,the valley,84.34,scattered clouds,18.217,-63.0578,
116,kapaa,78.19,light rain,22.0752,-159.319,
118,ponta delgada,73.51,broken clouds,37.7333,-25.6667,
119,mareeba,84.33,clear sky,-17.0,145.4333,
120,atuona,77.7,light rain,-9.8,-139.0333,
122,kirakira,82.81,scattered clouds,-10.4544,161.9205,
125,kapaa,78.19,light rain,22.0752,-159.319,
127,bambous virieux,72.21,light rain,-20.3428,57.7575,
137,butaritari,82.42,overcast clouds,3.0707,172.7902,
142,vaini,75.36,overcast clouds,-21.2,-175.2,
143,ponta do sol,76.01,overcast clouds,32.6667,-17.1,
144,maragogi,75.83,clear sky,-9.0122,-35.2225,
150,rikitea,73.63,broken clouds,-23.1203,-134.9692,
151,buala,83.82,light rain,-8.145,159.5921,
154,westport,72.25,clear sky,41.1415,-73.3579,
155,katsuura,76.19,clear sky,35.1333,140.3,
156,butaritari,82.42,overcast clouds,3.0707,172.7902,
166,shenzhen,84.22,few clouds,22.5455,114.0683,
167,atuona,77.7,light rain,-9.8,-139.0333,
172,osoyoos,76.59,broken clouds,49.0331,-119.4524,
173,esmeraldas,81.46,broken clouds,-19.7625,-44.3139,
174,puerto ayora,70.77,scattered clouds,-0.7393,-90.3518,
179,saint-philippe,71.19,light rain,-21.3585,55.7679,
181,panguna,81.79,overcast clouds,-6.3164,155.4848,
187,tumpat,76.51,overcast clouds,6.1978,102.171,
190,meulaboh,74.35,broken clouds,4.1363,96.1285,
191,lorengau,83.61,overcast clouds,-2.0226,147.2712,
195,emmett,85.64,scattered clouds,43.8735,-116.4993,
196,tabou,77.83,broken clouds,4.423,-7.3528,
198,dauphin,76.14,few clouds,51.1494,-100.0502,
199,atuona,77.7,light rain,-9.8,-139.0333,
201,manicore,83.01,overcast clouds,-5.8092,-61.3003,
202,rikitea,73.63,broken clouds,-23.1203,-134.9692,
204,ponta do sol,76.01,overcast clouds,32.6667,-17.1,
207,rikitea,73.63,broken clouds,-23.1203,-134.9692,
211,rikitea,73.63,broken clouds,-23.1203,-134.9692,
213,avarua,77.05,broken clouds,-21.2078,-159.775,
215,tsogni,75.22,overcast clouds,-2.7942,10.0988,
217,karratha,71.4,clear sky,-20.7377,116.8463,
220,vaini,75.36,overcast clouds,-21.2,-175.2,
221,bend,82.0,clear sky,44.0582,-121.3153,
223,atuona,77.7,light rain,-9.8,-139.0333,
224,candelaria,77.23,light rain,13.9311,121.4233,
225,victoria,84.33,broken clouds,22.2855,114.1577,
228,vaini,75.36,overcast clouds,-21.2,-175.2,
232,kapaa,78.19,light rain,22.0752,-159.319,
234,rikitea,73.63,broken clouds,-23.1203,-134.9692,
235,puerto escondido,86.83,broken clouds,15.85,-97.0667,
238,hilo,83.93,few clouds,19.7297,-155.09,
239,lorengau,83.61,overcast clouds,-2.0226,147.2712,
243,san cristobal,77.18,broken clouds,7.7669,-72.225,
244,hilo,83.93,few clouds,19.7297,-155.09,
245,moerai,74.07,few clouds,-22.4333,-151.3333,
250,rikitea,73.63,broken clouds,-23.1203,-134.9692,
261,nichinan,76.01,clear sky,31.6,131.3667,
262,maceio,76.44,few clouds,-9.6658,-35.7353,
263,clinton,75.22,mist,42.587,-82.9199,
266,sokoni,76.42,scattered clouds,-6.4333,39.55,
270,butaritari,82.42,overcast clouds,3.0707,172.7902,
271,tadine,77.97,scattered clouds,-21.55,167.8833,
274,atuona,77.7,light rain,-9.8,-139.0333,
276,rikitea,73.63,broken clouds,-23.1203,-134.9692,
291,inirida,80.02,overcast clouds,3.8653,-67.9239,
298,alofi,76.44,light rain,-19.0595,-169.9187,
299,rikitea,73.63,broken clouds,-23.1203,-134.9692,
301,ixtapa,87.22,scattered clouds,20.7,-105.2,
302,tecoanapa,84.56,few clouds,16.5167,-98.75,
303,kavieng,83.3,overcast clouds,-2.5744,150.7967,
304,labuhan,78.44,overcast clouds,-6.8844,112.2051,
305,kahului,84.22,scattered clouds,20.8947,-156.47,
307,bengkulu,74.17,moderate rain,-3.8004,102.2655,
309,caravelas,76.21,clear sky,-17.7125,-39.2481,
310,ponta do sol,76.01,overcast clouds,32.6667,-17.1,
311,butaritari,82.42,overcast clouds,3.0707,172.7902,
312,westport,72.25,clear sky,41.1415,-73.3579,
313,dingle,75.06,moderate rain,10.9995,122.6711,
314,byron bay,82.71,scattered clouds,-28.65,153.6167,
315,kahului,84.22,scattered clouds,20.8947,-156.47,
316,maroantsetra,70.38,light rain,-15.4333,49.7333,
317,westport,72.25,clear sky,41.1415,-73.3579,
319,vaini,75.36,overcast clouds,-21.2,-175.2,
320,avera,80.47,overcast clouds,33.194,-82.5271,
325,mackay,84.69,few clouds,-21.15,149.2,
327,bethel,70.75,overcast clouds,41.3712,-73.414,
330,butaritari,82.42,overcast clouds,3.0707,172.7902,
334,guerrero negro,84.33,overcast clouds,27.9769,-114.0611,
337,puerto ayora,70.77,scattered clouds,-0.7393,-90.3518,
339,takoradi,77.38,overcast clouds,4.8845,-1.7554,
343,waingapu,77.49,broken clouds,-9.6567,120.2641,
346,lamu,75.42,scattered clouds,-2.2717,40.902,
347,cabedelo,77.67,clear sky,-6.9811,-34.8339,
350,oistins,84.29,scattered clouds,13.0667,-59.5333,
352,puerto ayora,70.77,scattered clouds,-0.7393,-90.3518,
353,ipixuna,80.55,overcast clouds,-1.7625,-48.8043,
354,puerto ayora,70.77,scattered clouds,-0.7393,-90.3518,
355,puerto ayora,70.77,scattered clouds,-0.7393,-90.3518,
356,garissa,75.07,overcast clouds,-0.4536,39.6401,
357,cairns,88.95,clear sky,-16.9167,145.7667,
358,vaini,75.36,overcast clouds,-21.2,-175.2,
359,meulaboh,74.35,broken clouds,4.1363,96.1285,
360,malakal,71.17,broken clouds,9.5334,31.6605,
361,ribeira grande,71.71,scattered clouds,38.5167,-28.7,
362,atuona,77.7,light rain,-9.8,-139.0333,
364,kayes,80.55,few clouds,14.0,-11.0,
366,vila franca do campo,74.19,overcast clouds,37.7167,-25.4333,
367,poso,77.94,overcast clouds,-1.3959,120.7524,
371,kavieng,83.3,overcast clouds,-2.5744,150.7967,
372,gat,72.81,scattered clouds,31.61,34.7642,
373,victoria,84.33,broken clouds,22.2855,114.1577,
374,vaini,75.36,overcast clouds,-21.2,-175.2,
375,hilo,83.93,few clouds,19.7297,-155.09,
380,arraial do cabo,71.47,moderate rain,-22.9661,-42.0278,
381,kahului,84.22,scattered clouds,20.8947,-156.47,
382,katsuura,76.19,clear sky,35.1333,140.3,
383,joao pinheiro,82.49,broken clouds,-17.7425,-46.1725,
385,kavieng,83.3,overcast clouds,-2.5744,150.7967,
386,ribeira grande,71.71,scattered clouds,38.5167,-28.7,
387,bambous virieux,72.21,light rain,-20.3428,57.7575,
388,georgetown,79.9,few clouds,5.4112,100.3354,
389,vaini,75.36,overcast clouds,-21.2,-175.2,
390,ugoofaaru,81.75,scattered clouds,5.6667,73.0,
396,ballina,82.78,scattered clouds,-28.8667,153.5667,
397,kapoeta,75.29,broken clouds,4.7717,33.5903,
399,vila do maio,81.0,scattered clouds,15.1333,-23.2167,
400,bambous virieux,72.21,light rain,-20.3428,57.7575,
404,kapaa,78.19,light rain,22.0752,-159.319,
405,rikitea,73.63,broken clouds,-23.1203,-134.9692,
407,souillac,72.36,few clouds,-20.5167,57.5167,
409,souillac,72.36,few clouds,-20.5167,57.5167,
411,silifke,71.19,clear sky,36.3778,33.9344,
417,mount isa,80.37,few clouds,-20.7333,139.5,
418,angoche,75.02,clear sky,-16.2325,39.9086,
420,gafargaon,80.58,overcast clouds,24.4333,90.5667,
421,cururupu,76.5,broken clouds,-1.8283,-44.8683,
425,lorengau,83.61,overcast clouds,-2.0226,147.2712,
426,atuona,77.7,light rain,-9.8,-139.0333,
427,kapaa,78.19,light rain,22.0752,-159.319,
428,cockburn town,83.41,overcast clouds,21.4612,-71.1419,
429,sao joao da barra,74.66,few clouds,-21.6403,-41.0511,
430,saint-louis,90.57,broken clouds,16.3333,-15.0,
431,gunjur,80.67,scattered clouds,13.2019,-16.7339,
438,kutum,77.83,broken clouds,14.2,24.6667,
439,vaini,75.36,overcast clouds,-21.2,-175.2,
440,hamilton,71.01,overcast clouds,39.1834,-84.5333,
442,bengkulu,74.17,moderate rain,-3.8004,102.2655,
443,ribeira grande,71.71,scattered clouds,38.5167,-28.7,
447,jacqueville,78.71,overcast clouds,5.2052,-4.4146,
453,kisesa,70.02,overcast clouds,-3.0833,34.15,
458,puerto ayora,70.77,scattered clouds,-0.7393,-90.3518,
462,gogrial,73.44,overcast clouds,8.5332,28.1004,
463,paragominas,79.34,broken clouds,-2.9667,-47.4833,
464,puerto ayora,70.77,scattered clouds,-0.7393,-90.3518,
465,gamba,75.78,overcast clouds,-2.65,10.0,
466,champerico,86.34,few clouds,14.3,-91.9167,
468,lorengau,83.61,overcast clouds,-2.0226,147.2712,
469,kapaa,78.19,light rain,22.0752,-159.319,
470,vaini,75.36,overcast clouds,-21.2,-175.2,
472,hithadhoo,82.96,broken clouds,-0.6,73.0833,
473,garden city,74.95,broken clouds,42.3256,-83.331,
474,vaini,75.36,overcast clouds,-21.2,-175.2,
476,galveston,87.04,few clouds,29.3669,-94.9669,
478,tessalit,86.34,overcast clouds,20.1986,1.0114,
480,puerto ayora,70.77,scattered clouds,-0.7393,-90.3518,
481,ratnagiri,78.84,overcast clouds,16.9833,73.3,
482,victoria,84.33,broken clouds,22.2855,114.1577,
485,rikitea,73.63,broken clouds,-23.1203,-134.9692,
488,kapaa,78.19,light rain,22.0752,-159.319,
490,hilo,83.93,few clouds,19.7297,-155.09,
492,lompoc,93.34,clear sky,34.6391,-120.4579,
494,saint anthony,71.92,clear sky,45.0205,-93.218,
501,nanakuli,85.95,light rain,21.3906,-158.1547,
502,rikitea,73.63,broken clouds,-23.1203,-134.9692,
504,praia da vitoria,72.75,scattered clouds,38.7333,-27.0667,
506,martapura,75.29,overcast clouds,-3.4167,114.85,
507,belle glade,82.42,scattered clouds,26.6845,-80.6676,
508,tamandare,76.3,few clouds,-8.7597,-35.1047,
509,mitchell,78.78,clear sky,43.7094,-98.0298,
513,mareeba,84.33,clear sky,-17.0,145.4333,
515,avarua,77.05,broken clouds,-21.2078,-159.775,
516,benguela,72.41,overcast clouds,-12.5763,13.4055,
522,kasongo-lunda,73.38,overcast clouds,-6.4667,16.8167,
527,biak,76.3,overcast clouds,-0.9131,122.8766,
531,saint-philippe,71.19,light rain,-21.3585,55.7679,
533,shenjiamen,77.86,clear sky,29.9576,122.298,
534,ribeira grande,71.71,scattered clouds,38.5167,-28.7,
537,san cristobal,77.18,broken clouds,7.7669,-72.225,
538,hithadhoo,82.96,broken clouds,-0.6,73.0833,
539,saraza,78.33,moderate rain,8.7356,117.78,
540,rikitea,73.63,broken clouds,-23.1203,-134.9692,
541,puerto el triunfo,90.52,scattered clouds,13.2833,-88.55,
547,laguna,93.42,clear sky,38.421,-121.4238,
548,prainha,77.4,broken clouds,-1.8,-53.48,
550,vaini,75.36,overcast clouds,-21.2,-175.2,
551,bengkulu,74.17,moderate rain,-3.8004,102.2655,
552,tripoli,75.85,clear sky,32.8752,13.1875,
554,victoria,84.33,broken clouds,22.2855,114.1577,
557,camacupa,70.07,broken clouds,-12.0167,17.4833,
560,axim,77.45,overcast clouds,4.8699,-2.2405,
561,nishihara,82.06,scattered clouds,26.1842,127.7558,
562,buraydah,79.74,clear sky,26.326,43.975,
564,pamanukan,79.2,overcast clouds,-6.2842,107.8106,
567,ayorou,90.43,clear sky,14.7308,0.9174,
569,rikitea,73.63,broken clouds,-23.1203,-134.9692,
570,hilo,83.93,few clouds,19.7297,-155.09,
571,ponta do sol,76.01,overcast clouds,32.6667,-17.1,
573,glendive,83.82,clear sky,47.1053,-104.7125,
574,mastic beach,71.64,overcast clouds,40.7668,-72.8521,
575,bend,82.0,clear sky,44.0582,-121.3153,
576,arraial do cabo,71.47,moderate rain,-22.9661,-42.0278,
578,vaini,75.36,overcast clouds,-21.2,-175.2,
579,phalodi,83.34,few clouds,27.1333,72.3667,
580,jiangkou,77.67,broken clouds,25.4872,119.1986,
581,puerto ayora,70.77,scattered clouds,-0.7393,-90.3518,
586,kavaratti,81.43,overcast clouds,10.5669,72.642,
592,danville,78.3,clear sky,36.586,-79.395,
595,sijunjung,71.24,overcast clouds,-0.6876,100.9537,
603,san patricio,88.21,overcast clouds,28.017,-97.5169,
605,itaocara,81.21,moderate rain,-21.6692,-42.0761,
607,grand gaube,72.37,light rain,-20.0064,57.6608,
608,mahebourg,72.25,light rain,-20.4081,57.7,
610,kapaa,78.19,light rain,22.0752,-159.319,
611,padang,73.45,overcast clouds,-0.9492,100.3543,
612,dunmore town,81.66,few clouds,25.5,-76.65,
613,tessalit,86.34,overcast clouds,20.1986,1.0114,
614,alofi,76.44,light rain,-19.0595,-169.9187,
615,murakami,72.32,clear sky,38.2333,139.4833,
619,cayenne,84.09,clear sky,4.9333,-52.3333,
620,luanda,71.6,few clouds,-8.8368,13.2343,
625,puerto del rosario,73.15,scattered clouds,28.5004,-13.8627,
626,hilo,83.93,few clouds,19.7297,-155.09,
629,galiakot,79.03,clear sky,23.5167,74.0,
636,vanimo,83.43,broken clouds,-2.6741,141.3028,
640,rikitea,73.63,broken clouds,-23.1203,-134.9692,
644,fukue,77.14,clear sky,32.6881,128.8419,
650,popondetta,83.89,overcast clouds,-8.7537,148.2534,
659,bambous virieux,72.21,light rain,-20.3428,57.7575,
661,vaini,75.36,overcast clouds,-21.2,-175.2,
662,vila velha,78.75,scattered clouds,-20.3297,-40.2925,
664,rikitea,73.63,broken clouds,-23.1203,-134.9692,
667,callaway,79.95,few clouds,30.153,-85.5699,
669,umm kaddadah,88.92,overcast clouds,13.6017,26.6876,
671,rikitea,73.63,broken clouds,-23.1203,-134.9692,
673,freeport,75.24,clear sky,40.6576,-73.5832,
675,lompoc,93.34,clear sky,34.6391,-120.4579,
676,hithadhoo,82.96,broken clouds,-0.6,73.0833,
677,bambous virieux,72.21,light rain,-20.3428,57.7575,
682,pahrump,91.94,clear sky,36.2083,-115.9839,
684,hilo,83.93,few clouds,19.7297,-155.09,
685,minnedosa,72.64,clear sky,50.2453,-99.8436,
686,aloleng,80.62,overcast clouds,16.1307,119.7824,
687,morehead,76.75,clear sky,37.2711,-87.1764,
691,rikitea,73.63,broken clouds,-23.1203,-134.9692,
692,rikitea,73.63,broken clouds,-23.1203,-134.9692,
696,camacupa,70.07,broken clouds,-12.0167,17.4833,
697,rikitea,73.63,broken clouds,-23.1203,-134.9692,
702,bambous virieux,72.21,light rain,-20.3428,57.7575,
704,samarai,81.72,broken clouds,-10.6167,150.6667,
710,hithadhoo,82.96,broken clouds,-0.6,73.0833,
712,prainha,77.4,broken clouds,-1.8,-53.48,
714,kavieng,83.3,overcast clouds,-2.5744,150.7967,
719,honiara,84.42,few clouds,-9.4333,159.95,
720,puerto ayora,70.77,scattered clouds,-0.7393,-90.3518,
723,lethem,79.99,overcast clouds,3.3803,-59.7968,
724,lagoa,70.56,few clouds,39.05,-27.9833,
725,ponta do sol,76.01,overcast clouds,32.6667,-17.1,
727,sakakah,77.2,clear sky,29.9697,40.2064,
728,itarema,79.14,clear sky,-2.9248,-39.9167,
730,erzin,72.32,clear sky,36.9559,36.2,
734,souillac,72.36,few clouds,-20.5167,57.5167,
736,hilo,83.93,few clouds,19.7297,-155.09,
737,rikitea,73.63,broken clouds,-23.1203,-134.9692,
739,puerto ayora,70.77,scattered clouds,-0.7393,-90.3518,
741,moroni,74.39,broken clouds,-11.7022,43.2551,
745,georgetown,79.9,few clouds,5.4112,100.3354,
747,atuona,77.7,light rain,-9.8,-139.0333,
750,rikitea,73.63,broken clouds,-23.1203,-134.9692,
751,atuona,77.7,light rain,-9.8,-139.0333,
755,kiama,75.58,scattered clouds,-34.6833,150.8667,
758,tiarei,82.42,light rain,-17.5333,-149.3333,
761,poya,82.58,clear sky,-21.35,165.15,
762,puerto ayora,70.77,scattered clouds,-0.7393,-90.3518,
771,lazaro cardenas,83.68,scattered clouds,17.9583,-102.2,
772,butaritari,82.42,overcast clouds,3.0707,172.7902,
773,souillac,72.36,few clouds,-20.5167,57.5167,
774,mahebourg,72.25,light rain,-20.4081,57.7,
777,katsuura,78.19,clear sky,35.1333,140.3,
778,avarua,77.05,broken clouds,-21.2078,-159.775,
779,empalme,95.05,few clouds,27.9667,-110.8167,
784,atuona,77.7,light rain,-9.8,-139.0333,
786,lufilufi,85.78,light rain,-13.8745,-171.5986,
788,fortuna,88.48,few clouds,40.5982,-124.1573,
790,tateyama,78.1,clear sky,34.9833,139.8667,
793,fare,78.4,few clouds,-16.7,-151.0167,
797,zhuhai,84.06,few clouds,22.2769,113.5678,
799,zamora,70.97,moderate rain,-4.0692,-78.9567,
802,saint-philippe,71.19,light rain,-21.3585,55.7679,
805,nara,76.98,clear sky,34.6851,135.8049,
810,half moon bay,96.82,clear sky,37.4636,-122.4286,
812,rikitea,73.63,broken clouds,-23.1203,-134.9692,
816,bambous virieux,72.21,light rain,-20.3428,57.7575,
820,salalah,80.69,broken clouds,17.0151,54.0924,
822,hithadhoo,82.96,broken clouds,-0.6,73.0833,
823,atuona,77.7,light rain,-9.8,-139.0333,
830,bajil,85.73,overcast clouds,15.0584,43.2851,
832,avarua,77.05,broken clouds,-21.2078,-159.775,
