city_id,city,lon,lat,max_temp,humidity,cloudiness,wind_speed,weather
1530,avarua,-159.775,-21.2078,78.85,65,75,8.05,broken clouds
1531,castro,-50.0119,-24.7911,62.2,99,100,4.38,overcast clouds
1532,pinas,-79.65,-3.6667,76.32,89,95,0.78,light rain
1533,kutum,24.6667,14.2,76.75,28,78,9.86,broken clouds
1534,tahta,31.5021,26.7693,75.52,49,0,13.4,clear sky
1535,luderitz,15.1594,-26.6481,57.11,58,80,19.77,broken clouds
1536,miyang,103.4428,24.4042,64.29,96,86,3.02,overcast clouds
1537,rikitea,-134.9692,-23.1203,73.63,64,83,16.62,broken clouds
1538,puerto ayora,-90.3518,-0.7393,75.16,81,30,10.63,scattered clouds
1539,chokurdakh,147.9167,70.6333,23.25,96,98,9.19,light snow
1540,nanortalik,-45.2371,60.1432,38.35,83,0,5.61,clear sky
1541,hobart,147.3294,-42.8794,62.02,83,75,1.99,broken clouds
1542,hobart,147.3294,-42.8794,62.02,83,75,1.99,broken clouds
1543,roald,6.1333,62.5833,59.14,41,75,11.5,broken clouds
1544,rikitea,-134.9692,-23.1203,73.63,64,83,16.62,broken clouds
1545,rikitea,-134.9692,-23.1203,73.63,64,83,16.62,broken clouds
1546,castro,-50.0119,-24.7911,62.2,99,100,4.38,overcast clouds
1547,chokurdakh,147.9167,70.6333,23.25,96,98,9.19,light snow
1548,rikitea,-134.9692,-23.1203,73.63,64,83,16.62,broken clouds
1549,nipawin,-104.0009,53.3668,68.04,30,1,8.05,clear sky
1550,faanui,-151.75,-16.4833,78.91,70,42,9.44,scattered clouds
1551,hilo,-155.09,19.7297,83.93,69,20,9.22,few clouds
1552,jimenez,-105.4,28.3333,77.74,43,99,8.43,overcast clouds
1553,rikitea,-134.9692,-23.1203,73.63,64,83,16.62,broken clouds
1554,kapaa,-159.319,22.0752,78.19,79,90,3.0,light rain
1555,new norfolk,147.0587,-42.7826,61.66,75,67,1.99,broken clouds
1556,inhambane,35.3833,-23.865,72.09,92,100,9.69,light rain
1557,tarko-sale,77.785,64.9225,27.45,89,80,6.58,broken clouds
1558,camopi,-52.3158,3.1655,76.95,76,89,5.86,overcast clouds
1559,barrow,-156.7887,71.2906,30.22,80,90,9.22,overcast clouds
1560,port elizabeth,25.5701,-33.918,52.09,87,0,8.05,clear sky
1561,clyde river,-68.5914,70.4692,35.58,85,94,1.57,overcast clouds
1562,nome,-165.4064,64.5011,37.17,55,40,5.75,scattered clouds
1563,port elizabeth,25.5701,-33.918,52.09,87,0,8.05,clear sky
1564,jamestown,-79.2353,42.097,67.59,97,90,3.0,overcast clouds
1565,upernavik,-56.1549,72.7868,30.43,86,99,4.68,overcast clouds
1566,dukat,155.55,62.55,23.04,86,100,11.77,light snow
1567,punta arenas,-70.9167,-53.15,41.11,70,40,35.68,scattered clouds
1568,hobart,147.3294,-42.8794,62.02,83,75,1.99,broken clouds
1569,korla,86.1469,41.7597,46.9,27,52,1.81,broken clouds
1570,chuy,-53.4616,-33.6971,50.58,70,87,9.13,overcast clouds
1571,port blair,92.75,11.6667,80.06,82,47,7.81,light rain
1572,ponta do sol,-17.1,32.6667,76.01,78,100,6.17,overcast clouds
1573,talnakh,88.3972,69.4865,18.19,97,98,1.05,overcast clouds
1574,bambous virieux,57.7575,-20.3428,72.21,88,40,11.5,light rain
1575,khatanga,102.5,71.9667,20.28,92,99,13.31,overcast clouds
1576,lebu,-73.65,-37.6167,49.21,76,0,19.17,clear sky
1577,san quintin,-115.95,30.4833,77.77,47,100,7.43,overcast clouds
1578,kawalu,108.2082,-7.3817,73.27,86,90,2.17,overcast clouds
1579,yar-sale,70.8333,66.8333,31.69,76,100,8.16,overcast clouds
1580,longyearbyen,15.6401,78.2186,37.24,93,75,2.3,broken clouds
1581,san ignacio,-89.0714,17.1561,86.14,66,75,11.5,broken clouds
1582,samalkha,77.0167,29.2333,81.84,64,68,1.92,broken clouds
1583,vuktyl,57.3094,63.8567,30.4,83,40,3.24,scattered clouds
1584,encruzilhada do sul,-52.5219,-30.5439,54.19,94,99,9.37,overcast clouds
1585,nicoya,-85.452,10.1483,83.75,86,64,1.74,broken clouds
1586,tuktoyaktuk,-133.0374,69.4541,35.6,93,90,14.97,light intensity drizzle
1587,dori,-0.0345,14.0354,86.67,36,4,7.31,clear sky
1588,maloy,5.1136,61.9353,53.01,73,78,32.97,light rain
1589,rikitea,-134.9692,-23.1203,73.63,64,83,16.62,broken clouds
1590,saint-philippe,55.7679,-21.3585,71.19,83,49,13.2,light rain
1591,bluff,168.3333,-46.6,50.81,81,100,24.67,overcast clouds
1592,punta arenas,-70.9167,-53.15,41.11,70,40,35.68,scattered clouds
1593,souillac,57.5167,-20.5167,72.36,88,40,11.5,scattered clouds
1594,rikitea,-134.9692,-23.1203,73.63,64,83,16.62,broken clouds
1595,naze,129.4833,28.3667,79.72,62,1,17.98,clear sky
1596,batagay-alyta,130.4114,67.8006,20.08,85,45,1.25,scattered clouds
1597,kedrovyy,91.8167,56.1667,25.21,81,96,2.15,overcast clouds
1598,gatton,152.2833,-27.55,85.39,21,1,16.42,clear sky
1599,busselton,115.3333,-33.65,45.05,71,97,9.35,overcast clouds
1600,talavera de la reina,-4.8308,39.9635,54.18,55,27,1.61,scattered clouds
1601,antofagasta,-70.4,-23.65,58.28,79,24,6.29,few clouds
1602,ilulissat,-51.1,69.2167,28.42,64,40,0.0,scattered clouds
1603,busselton,115.3333,-33.65,45.05,71,97,9.35,overcast clouds
1604,butaritari,172.7902,3.0707,82.42,68,86,18.48,overcast clouds
1605,wageningen,5.6667,51.9667,54.95,91,90,9.22,overcast clouds
1606,salinas,-121.6555,36.6777,97.56,37,1,12.66,clear sky
1607,uromi,6.3333,6.7,69.98,98,83,4.03,broken clouds
1608,jamestown,-79.2353,42.097,67.59,97,90,3.0,overcast clouds
1609,cape town,18.4232,-33.9258,55.27,54,20,12.66,few clouds
1610,busselton,115.3333,-33.65,45.05,71,97,9.35,overcast clouds
1611,kavieng,150.7967,-2.5744,83.88,67,96,3.8,overcast clouds
1612,ushuaia,-68.3,-54.8,38.86,70,75,14.97,light rain
1613,airai,125.4092,-8.9266,74.59,35,8,1.45,clear sky
1614,cape town,18.4232,-33.9258,55.27,54,20,12.66,few clouds
1615,kaitangata,169.8464,-46.2817,50.94,83,100,16.24,overcast clouds
1616,rikitea,-134.9692,-23.1203,73.63,64,83,16.62,broken clouds
1617,bubaque,-15.8333,11.2833,82.22,73,86,5.03,overcast clouds
1618,kabinda,24.4833,-6.1333,67.53,90,100,0.58,overcast clouds
1619,yongan,113.6871,39.6957,49.57,55,100,4.21,moderate rain
1620,lavrentiya,-171.0,65.5833,28.47,67,13,2.26,few clouds
1621,tiksi,128.8694,71.6872,24.75,87,98,15.03,overcast clouds
1622,pingliang,106.6861,35.5392,49.24,86,100,11.72,light rain
1623,longyearbyen,15.6401,78.2186,37.24,93,75,2.3,broken clouds
1624,rikitea,-134.9692,-23.1203,73.63,64,83,16.62,broken clouds
1625,andenes,16.1194,69.3143,53.58,66,75,19.57,broken clouds
1626,port elizabeth,25.5701,-33.918,52.09,87,0,8.05,clear sky
1627,severo-kurilsk,156.125,50.6789,48.09,77,83,29.51,broken clouds
1628,tilichiki,166.1,60.4667,37.38,96,100,24.23,light rain
1629,dingle,122.6711,10.9995,74.8,98,100,4.36,light rain
1630,vila franca do campo,-25.4333,37.7167,73.2,89,95,5.01,overcast clouds
1631,avarua,-159.775,-21.2078,78.85,65,75,8.05,broken clouds
1632,qaanaaq,-69.3632,77.484,28.09,96,100,6.4,overcast clouds
1633,esperance,121.9,-33.8667,49.84,58,30,13.22,scattered clouds
1634,rikitea,-134.9692,-23.1203,73.63,64,83,16.62,broken clouds
1635,aykhal,111.5,66.0,26.26,88,100,4.32,overcast clouds
1636,hilo,-155.09,19.7297,83.93,69,20,9.22,few clouds
1637,vila,-8.1588,42.0304,48.33,91,76,1.92,broken clouds
1638,redlands,-117.1825,34.0556,95.45,17,71,5.01,broken clouds
1639,kapaa,-159.319,22.0752,78.19,79,90,3.0,light rain
1640,la rioja,-2.5,42.25,46.49,86,24,4.74,few clouds
1641,puerto del rosario,-13.8627,28.5004,73.15,73,29,14.97,scattered clouds
1642,bredasdorp,20.0403,-34.5322,45.72,87,65,5.75,broken clouds
1643,busselton,115.3333,-33.65,45.05,71,97,9.35,overcast clouds
1644,alice springs,133.8833,-23.7,69.35,24,0,13.8,clear sky
1645,taft,54.2088,31.7471,62.15,36,0,2.89,clear sky
1646,iqaluit,-68.5145,63.7506,35.33,74,40,0.0,scattered clouds
1647,chicama,-79.1469,-7.8447,61.34,79,59,8.77,broken clouds
1648,hermanus,19.2345,-34.4187,51.91,73,54,9.55,broken clouds
1649,uarini,-65.1083,-2.99,80.38,76,92,2.98,overcast clouds
1650,nikolskoye,30.7861,59.7035,45.88,92,0,7.07,clear sky
1651,avarua,-159.775,-21.2078,78.85,65,75,8.05,broken clouds
1652,severo-kurilsk,156.125,50.6789,48.09,77,83,29.51,broken clouds
1653,ushuaia,-68.3,-54.8,38.86,70,75,14.97,light rain
1654,hobart,147.3294,-42.8794,62.02,83,75,1.99,broken clouds
1655,ushuaia,-68.3,-54.8,38.86,70,75,14.97,light rain
1656,fortuna,-124.1573,40.5982,68.94,66,20,1.99,few clouds
1657,vyartsilya,30.693,62.1764,45.28,93,16,9.89,few clouds
1658,avarua,-159.775,-21.2078,78.85,65,75,8.05,broken clouds
1659,puerto ayora,-90.3518,-0.7393,75.16,81,30,10.63,scattered clouds
1660,bolobo,16.2333,-2.1667,73.17,89,84,2.91,light rain
1661,honningsvag,25.9704,70.9821,48.76,78,100,39.1,light rain
1662,ushuaia,-68.3,-54.8,38.86,70,75,14.97,light rain
1663,hobart,147.3294,-42.8794,62.02,83,75,1.99,broken clouds
1664,ushuaia,-68.3,-54.8,38.86,70,75,14.97,light rain
1665,henties bay,14.2845,-22.116,52.86,89,0,4.52,clear sky
1666,busselton,115.3333,-33.65,45.05,71,97,9.35,overcast clouds
1667,albany,-73.9662,42.6001,62.67,94,100,1.21,overcast clouds
1668,arraial do cabo,-42.0278,-22.9661,71.47,97,62,9.69,moderate rain
1669,taltal,-70.4833,-25.4,61.61,67,12,5.1,few clouds
1670,rantauprapat,99.8333,2.1,72.99,92,99,1.54,overcast clouds
1671,bluff,168.3333,-46.6,50.81,81,100,24.67,overcast clouds
1672,sangar,127.4739,63.9242,31.59,70,62,7.81,broken clouds
1673,severo-kurilsk,156.125,50.6789,48.09,77,83,29.51,broken clouds
1674,provideniya,-173.3,64.3833,33.91,69,90,6.71,overcast clouds
1675,hithadhoo,73.0833,-0.6,83.16,76,63,17.92,broken clouds
1676,hammerfest,23.6821,70.6634,52.25,71,40,14.97,light rain
1677,hamilton,-84.5333,39.1834,70.75,89,90,1.01,overcast clouds
1678,atuona,-139.0333,-9.8,77.7,76,12,16.44,light rain
1679,kodiak,-152.4072,57.79,43.36,49,1,7.7,clear sky
1680,aksarka,67.7975,66.5606,29.28,79,95,11.3,overcast clouds
1681,rio gallegos,-69.2181,-51.6226,46.45,34,20,35.68,few clouds
1682,erenhot,111.9767,43.6475,45.36,41,82,1.99,broken clouds
1683,hermanus,19.2345,-34.4187,51.91,73,54,9.55,broken clouds
1684,saint-philippe,55.7679,-21.3585,71.19,83,49,13.2,light rain
1685,san quintin,-115.95,30.4833,77.77,47,100,7.43,overcast clouds
1686,walvis bay,14.5053,-22.9575,53.1,93,0,10.36,clear sky
1687,yeniseysk,92.1703,58.4497,32.09,86,99,0.94,overcast clouds
1688,chokurdakh,147.9167,70.6333,24.3,96,99,9.04,light snow
1689,kuytun,101.5036,54.3419,30.2,93,81,1.86,broken clouds
1690,punta arenas,-70.9167,-53.15,41.11,70,40,35.68,scattered clouds
1691,bimbo,18.4158,4.2567,78.73,73,20,0.0,thunderstorm
1692,karratha,116.8463,-20.7377,74.89,42,0,3.15,clear sky
1693,punta arenas,-70.9167,-53.15,41.11,70,40,35.68,scattered clouds
1694,cidreira,-50.2056,-30.1811,63.41,92,100,15.75,overcast clouds
1695,bluff,168.3333,-46.6,50.81,81,100,24.67,overcast clouds
1696,talas,35.5538,38.6908,36.27,81,0,1.14,clear sky
1697,aklavik,-135.0107,68.2191,34.63,97,100,16.15,overcast clouds
1698,mar del plata,-57.5575,-38.0023,50.0,68,0,8.01,clear sky
1699,qaanaaq,-69.3632,77.484,28.09,96,100,6.4,overcast clouds
1700,miri,114.0089,4.4148,75.34,94,40,3.44,scattered clouds
1701,tuktoyaktuk,-133.0374,69.4541,35.6,93,90,14.97,light intensity drizzle
1702,busselton,115.3333,-33.65,45.05,71,97,9.35,overcast clouds
1703,gazimurskiy zavod,118.3266,51.5461,36.52,59,69,1.28,broken clouds
1704,lebu,-73.65,-37.6167,49.21,76,0,19.17,clear sky
1705,yellowknife,-114.3525,62.456,52.41,43,40,11.5,scattered clouds
1706,talnakh,88.3972,69.4865,19.72,96,98,3.49,overcast clouds
1707,magistralnyy,107.4458,56.1725,33.62,96,100,1.07,light rain
1708,dabrowa tarnowska,20.9863,50.1746,55.81,63,34,6.53,scattered clouds
1709,talakan,130.3667,50.3167,40.35,66,3,6.29,clear sky
1710,rio gallegos,-69.2181,-51.6226,46.45,34,20,35.68,few clouds
1711,port elizabeth,25.5701,-33.918,52.09,87,0,8.05,clear sky
1712,sorland,12.6934,67.667,51.35,88,100,21.32,light rain
1713,high river,-113.8687,50.5834,71.15,20,5,9.55,clear sky
1714,baoro,15.9667,5.6667,68.36,93,100,2.86,overcast clouds
1715,petropavlovsk-kamchatskiy,158.6483,53.0452,54.19,50,40,22.37,scattered clouds
1716,saint-philippe,55.7679,-21.3585,71.19,83,49,13.2,light rain
1717,havre-saint-pierre,-63.5986,50.2334,50.0,87,90,0.0,overcast clouds
1718,tuktoyaktuk,-133.0374,69.4541,35.6,93,90,14.97,light intensity drizzle
1719,touros,-35.4608,-5.1989,77.9,73,5,14.43,clear sky
1720,khilok,110.4676,51.3674,32.72,89,99,6.96,overcast clouds
1721,hoskote,77.7983,13.0669,70.0,100,75,1.14,broken clouds
1722,jamestown,-79.2353,42.097,67.59,97,90,3.0,overcast clouds
1723,lavrentiya,-171.0,65.5833,29.17,69,13,2.24,few clouds
1724,ushuaia,-68.3,-54.8,38.86,70,75,14.97,light intensity drizzle
1725,yellowknife,-114.3525,62.456,52.41,43,40,11.5,scattered clouds
1726,ushuaia,-68.3,-54.8,38.86,70,75,14.97,light intensity drizzle
1727,kenai,-151.2583,60.5544,48.25,42,1,4.61,clear sky
1728,hermanus,19.2345,-34.4187,52.9,73,52,9.19,broken clouds
1729,hithadhoo,73.0833,-0.6,83.16,76,63,17.92,broken clouds
1730,rikitea,-134.9692,-23.1203,73.63,64,83,16.62,broken clouds
1731,grand gaube,57.6608,-20.0064,72.37,74,26,7.0,light rain
1732,cherskiy,161.3,68.75,20.17,96,93,3.02,overcast clouds
1733,tuatapere,167.6833,-46.1333,50.83,85,100,4.5,overcast clouds
1734,rikitea,-134.9692,-23.1203,73.63,64,83,16.62,broken clouds
1735,rognan,15.3878,67.0953,57.34,85,100,11.34,overcast clouds
1736,punta arenas,-70.9167,-53.15,41.11,70,40,35.68,scattered clouds
1737,hithadhoo,73.0833,-0.6,83.16,76,63,17.92,broken clouds
1738,atuona,-139.0333,-9.8,77.7,76,12,16.44,light rain
1739,syracuse,15.2792,37.0881,66.88,68,4,1.48,clear sky
1740,bara,10.7288,10.3744,76.42,73,0,4.76,clear sky
1741,mataura,168.8643,-46.1927,50.49,80,100,8.95,overcast clouds
1742,bredasdorp,20.0403,-34.5322,45.72,87,56,5.75,broken clouds
1743,ribeira grande,-28.7,38.5167,71.6,90,33,6.82,scattered clouds
1744,port elizabeth,25.5701,-33.918,52.09,87,0,8.05,clear sky
1745,novo aripuana,-60.3797,-5.1206,79.0,75,95,2.17,overcast clouds
1746,den helder,4.7593,52.9599,58.98,89,75,18.01,broken clouds
1747,soskovo,35.3828,52.7475,43.41,85,100,6.02,overcast clouds
1748,rikitea,-134.9692,-23.1203,73.63,64,83,16.62,broken clouds
1749,arlit,7.3853,18.7369,85.96,15,0,6.08,clear sky
1750,rikitea,-134.9692,-23.1203,73.63,64,83,16.62,broken clouds
1751,vaini,-175.2,-21.2,75.36,83,90,13.8,overcast clouds
1752,new norfolk,147.0587,-42.7826,61.66,75,67,1.99,broken clouds
1753,georgetown,100.3354,5.4112,79.9,89,20,1.01,few clouds
1754,carnarvon,113.6333,-24.8667,62.67,67,0,12.66,clear sky
1755,cape town,18.4232,-33.9258,55.27,54,20,12.66,few clouds
1756,mazagao,-51.2894,-0.115,87.85,70,93,8.59,overcast clouds
1757,dickson,-87.3878,36.077,75.85,88,1,5.75,clear sky
1758,labuhan,112.2051,-6.8844,78.44,74,100,12.39,overcast clouds
1759,ancud,-73.8203,-41.8697,47.73,83,75,6.69,broken clouds
1760,port-cartier,-66.8654,50.0334,45.75,76,99,3.4,overcast clouds
1761,jacksonville,-81.6556,30.3322,80.6,74,75,9.22,haze
1762,korla,86.1469,41.7597,46.9,27,52,1.81,broken clouds
1763,podgornoye,39.1496,51.735,41.22,87,90,4.47,overcast clouds
1764,pisco,-76.2167,-13.7,62.65,77,40,19.57,scattered clouds
1765,high level,-117.136,58.5169,50.11,46,40,12.66,scattered clouds
1766,busselton,115.3333,-33.65,45.05,71,97,9.35,overcast clouds
1767,ribeira grande,-28.7,38.5167,71.6,90,33,6.82,scattered clouds
1768,columbine,-105.0694,39.5878,77.32,20,20,3.0,few clouds
1769,guadalupe victoria,-115.105,32.2869,100.94,12,87,5.26,overcast clouds
1770,arraial do cabo,-42.0278,-22.9661,71.47,97,62,9.69,moderate rain
1771,birjand,59.2211,32.8663,46.87,39,0,9.22,clear sky
1772,rikitea,-134.9692,-23.1203,73.58,66,86,16.13,overcast clouds
1773,axim,-2.2405,4.8699,77.16,91,97,5.64,overcast clouds
1774,hilo,-155.09,19.7297,83.93,69,20,9.22,few clouds
1775,marion,-86.1555,39.7684,70.92,89,75,11.5,broken clouds
1776,ushuaia,-68.3,-54.8,38.86,70,75,14.97,light intensity drizzle
1777,whitehorse,-135.0538,60.7161,36.81,79,90,2.3,overcast clouds
1778,jamestown,-79.2353,42.097,67.59,97,90,3.0,overcast clouds
1779,balabac,117.0645,7.9868,81.05,78,100,5.39,moderate rain
1780,hasaki,140.8333,35.7333,73.8,75,0,10.38,clear sky
1781,avarua,-159.775,-21.2078,78.85,65,75,8.05,broken clouds
1782,kavaratti,72.642,10.5669,81.46,79,100,10.2,overcast clouds
1783,punta arenas,-70.9167,-53.15,41.11,70,40,35.68,scattered clouds
1784,magadan,150.8,59.5667,38.35,59,100,8.9,overcast clouds
1785,weligama,80.4167,5.9667,77.25,88,91,6.06,overcast clouds
1786,ushuaia,-68.3,-54.8,38.86,70,75,14.97,light intensity drizzle
1787,chuy,-53.4616,-33.6971,50.58,70,87,9.13,overcast clouds
1788,chapada dos guimaraes,-55.7497,-15.4606,82.06,67,85,5.48,overcast clouds
1789,tartus,35.8866,34.889,71.89,71,2,12.08,clear sky
1790,zhigansk,123.3711,66.7697,27.68,80,99,5.44,overcast clouds
1791,mikhaylovka,43.2379,50.06,44.04,77,7,6.93,clear sky
1792,castro,-50.0119,-24.7911,62.2,99,100,4.38,overcast clouds
1793,kapaa,-159.319,22.0752,78.78,80,90,1.99,light rain
1794,muriae,-42.3664,-21.1306,81.18,58,62,1.25,broken clouds
1795,new norfolk,147.0587,-42.7826,60.93,73,72,1.99,broken clouds
1796,carnarvon,113.6333,-24.8667,62.67,67,0,12.66,clear sky
1797,umm kaddadah,26.6876,13.6017,88.2,20,100,13.35,overcast clouds
1798,ust-nera,143.2,64.5667,27.48,74,22,3.06,few clouds
1799,iqaluit,-68.5145,63.7506,35.33,74,40,0.0,scattered clouds
1800,sao filipe,-24.4956,14.8961,80.62,77,65,1.68,broken clouds
1801,sindor,51.8905,62.8629,36.09,76,100,3.51,overcast clouds
1802,bluff,168.3333,-46.6,50.81,79,100,24.96,overcast clouds
1803,rikitea,-134.9692,-23.1203,73.58,66,86,16.13,overcast clouds
1804,hilo,-155.09,19.7297,83.93,70,20,9.22,few clouds
1805,qaanaaq,-69.3632,77.484,28.09,96,100,6.4,overcast clouds
1806,hermanus,19.2345,-34.4187,52.9,73,52,9.19,broken clouds
1807,hamilton,-84.5333,39.1834,70.75,89,90,1.01,overcast clouds
1808,jumla,82.1838,29.2747,52.23,87,31,3.58,scattered clouds
1809,vaini,-175.2,-21.2,75.36,83,90,13.8,overcast clouds
1810,lebu,-73.65,-37.6167,49.21,76,0,19.17,clear sky
1811,norman wells,-126.8329,65.282,33.84,93,90,21.85,light rain and snow
1812,haveri,75.4,14.8,74.53,81,58,0.83,broken clouds
1813,menongue,17.691,-14.6585,63.64,27,23,4.05,few clouds
1814,avarua,-159.775,-21.2078,78.85,65,75,8.05,broken clouds
1815,albany,-73.9662,42.6001,62.67,94,100,1.7,overcast clouds
1816,cayenne,-52.3333,4.9333,84.09,77,0,5.01,clear sky
1817,coquimbo,-71.3436,-29.9533,56.93,71,0,8.05,clear sky
1818,nyurba,118.3319,63.2842,29.21,85,94,4.18,overcast clouds
1819,puerto ayora,-90.3518,-0.7393,75.16,81,30,10.63,scattered clouds
1820,carnarvon,113.6333,-24.8667,62.67,67,0,12.66,clear sky
1821,vaini,-175.2,-21.2,75.36,83,90,13.8,overcast clouds
1822,santiago,-70.6483,-33.4569,67.44,33,0,4.61,clear sky
1823,guerrero negro,-114.0611,27.9769,80.29,54,87,14.61,overcast clouds
1824,phek,94.5,25.6667,56.48,99,80,1.14,broken clouds
1825,hilo,-155.09,19.7297,83.93,70,20,9.22,few clouds
1826,busselton,115.3333,-33.65,45.05,71,97,9.35,overcast clouds
1827,butaritari,172.7902,3.0707,82.42,68,86,18.48,overcast clouds
1828,rikitea,-134.9692,-23.1203,73.58,66,86,16.13,overcast clouds
1829,arica,-70.3042,-18.475,61.03,72,90,8.05,overcast clouds
1830,upernavik,-56.1549,72.7868,30.45,83,98,3.96,overcast clouds
1831,lorengau,147.2712,-2.0226,84.83,67,95,5.99,overcast clouds
1832,udachnyy,112.4,66.4167,27.52,81,100,4.09,overcast clouds
1833,butaritari,172.7902,3.0707,82.42,68,86,18.48,overcast clouds
1834,busselton,115.3333,-33.65,45.05,71,97,9.35,overcast clouds
1835,busselton,115.3333,-33.65,45.05,71,97,9.35,overcast clouds
1836,khasan,130.6434,42.4308,62.31,90,100,6.62,overcast clouds
1837,asyut,31.1837,27.181,69.98,55,0,15.82,clear sky
1838,chernyshevskiy,112.4714,63.0128,31.57,93,100,7.18,overcast clouds
1839,santa cruz,-63.1667,-17.8,87.26,62,40,9.22,scattered clouds
1840,mataura,168.8643,-46.1927,50.49,78,100,10.07,overcast clouds
1841,kapaa,-159.319,22.0752,78.78,80,90,1.99,light rain
1842,mataura,168.8643,-46.1927,50.49,78,100,10.07,overcast clouds
1843,altamont,-121.7372,42.2068,82.89,21,1,3.0,clear sky
1844,ushuaia,-68.3,-54.8,38.86,70,75,14.97,light intensity drizzle
1845,kavieng,150.7967,-2.5744,83.88,67,96,3.8,overcast clouds
1846,lasa,10.7002,46.6166,58.08,96,97,5.77,overcast clouds
