City_ID,City,Country,Date,Lat,Long,Max Temp,Humidity,Clouds,Wind Speed
295,Inhambane,MZ,2021-10-02 16:03:25,-23.865,35.3833,74.71,82,97,18.19
296,Bambous Virieux,MU,2021-10-02 16:03:26,-20.3428,57.7575,74.21,77,45,14.16
297,Santiago Del Estero,AR,2021-10-02 16:03:26,-27.7951,-64.2615,74.68,53,95,9.1
298,Kurtalan,TR,2021-10-02 16:03:26,37.9272,41.7028,75.42,25,7,4.07
299,Ayagoz,KZ,2021-10-02 16:03:27,47.9714,80.4392,36.52,63,93,4.56
300,Asfi,MA,2021-10-02 16:02:45,32.2994,-9.2372,74.43,60,11,18.92
301,Oyama,JP,2021-10-02 16:03:27,36.3,139.8,74.59,74,0,4.9
302,Pangnirtung,CA,2021-10-02 16:03:28,66.1451,-65.7125,41.54,68,35,2.26
303,Bowen,AU,2021-10-02 16:03:28,-20.0167,148.2333,72.72,91,4,2.91
304,Valreas,FR,2021-10-02 16:03:28,44.3837,4.9908,73.89,54,79,11.34
305,Aborlan,PH,2021-10-02 16:03:28,9.4352,118.5492,80.02,83,100,4.47
306,Gejiu,CN,2021-10-02 16:03:29,23.306,103.1635,56.5,97,70,3.22
307,Orel-Izumrud,RU,2021-10-02 16:03:29,43.4583,39.9244,64.42,67,20,4.0
308,Lypova Dolyna,UA,2021-10-02 16:03:30,50.5643,33.7979,49.78,60,0,6.89
309,Severo-Kurilsk,RU,2021-10-02 16:03:30,50.6789,156.125,48.16,96,100,21.92
310,Asau,RO,2021-10-02 16:03:30,46.4333,26.4,54.52,64,10,2.28
311,Teguise,ES,2021-10-02 16:03:31,29.0605,-13.564,79.02,57,0,19.57
312,North Platte,US,2021-10-02 16:03:31,41.1239,-100.7654,61.32,94,90,8.05
313,Cham,DE,2021-10-02 16:03:32,49.245,12.6825,66.6,62,37,2.1
314,Huangchuan,CN,2021-10-02 16:03:32,32.1272,115.0394,77.59,64,60,6.53
315,Palaikastron,GR,2021-10-02 16:03:32,35.2,26.25,70.75,66,40,28.19
316,Matara,LK,2021-10-02 16:03:33,5.9485,80.5353,77.88,89,12,7.34
317,Namibe,AO,2021-10-02 16:03:33,-15.1961,12.1522,65.55,71,1,8.59
318,Sterling,US,2021-10-02 15:58:49,39.0062,-77.4286,74.98,74,1,3.0
319,Solwezi,ZM,2021-10-02 16:03:34,-12.1688,26.3894,71.53,62,97,5.14
320,Los Llanos De Aridane,ES,2021-10-02 16:03:34,28.6585,-17.9182,74.95,73,40,14.97
321,Mahebourg,MU,2021-10-02 16:03:34,-20.4081,57.7,74.25,77,54,14.43
322,Youghal,IE,2021-10-02 16:03:35,51.95,-7.8506,56.08,70,66,14.58
323,Albacete,ES,2021-10-02 16:03:35,38.8333,-2.0,80.19,44,0,9.22
324,Cabo San Lucas,MX,2021-10-02 16:03:35,22.8909,-109.9124,80.15,88,90,3.44
325,Nouadhibou,MR,2021-10-02 16:03:36,20.931,-17.0347,78.19,64,50,12.62
326,Pacific Grove,US,2021-10-02 16:03:36,36.6177,-121.9166,77.63,82,1,0.0
327,Mtinko,TZ,2021-10-02 16:03:36,-4.55,34.85,76.68,25,64,7.78
328,Lata,PT,2021-10-02 16:03:37,40.1629,-8.3327,75.49,65,100,9.78
329,Saldanha,ZA,2021-10-02 16:03:37,-33.0117,17.9442,55.8,60,7,21.34
330,Kermanshah,IR,2021-10-02 16:00:21,34.3142,47.065,77.9,8,20,0.0
331,Scottsboro,US,2021-10-02 16:03:13,34.6723,-86.0341,76.91,94,1,0.0
332,Trelew,AR,2021-10-02 16:01:55,-43.249,-65.3051,50.29,48,100,32.86
333,Husavik,IS,2021-10-02 16:03:40,66.0449,-17.3389,41.83,98,100,24.61
334,Sorland,NO,2021-10-02 16:03:40,67.667,12.6934,49.93,80,100,5.08
335,Hargeysa,SO,2021-10-02 16:03:41,9.56,44.065,77.54,52,82,9.37
336,Ales,FR,2021-10-02 16:03:41,44.1333,4.0833,74.1,65,86,10.65
337,Whitehorse,CA,2021-10-02 16:03:42,60.7161,-135.0538,41.02,75,90,15.01
338,Ubinskoye,RU,2021-10-02 16:03:42,55.3068,79.6802,33.4,87,100,8.39
339,Pozo Colorado,PY,2021-10-02 16:03:42,-23.4923,-58.7972,98.04,33,13,8.46
340,Yenagoa,NG,2021-10-02 16:03:43,4.9247,6.2642,80.76,83,97,5.55
341,Areka,ET,2021-10-02 16:03:43,7.0667,37.7,61.59,94,100,2.24
342,Belaya Gora,RU,2021-10-02 16:03:43,68.5333,146.4167,17.28,90,92,5.57
343,Ghanzi,BW,2021-10-02 16:03:44,-21.5667,21.7833,82.83,11,0,12.44
344,Margate,GB,2021-10-02 16:01:38,51.3813,1.3862,58.87,93,100,7.0
345,Te Anau,NZ,2021-10-02 16:03:44,-45.4167,167.7167,44.37,89,100,1.01
346,Conceicao Do Araguaia,BR,2021-10-02 16:01:30,-8.2578,-49.2647,89.11,49,50,9.53
347,Provideniya,RU,2021-10-02 16:03:45,64.3833,-173.3,21.56,79,4,6.58
348,Yekaterinovka,RU,2021-10-02 16:03:45,52.0508,44.3451,53.17,65,100,3.33
349,Xai-Xai,MZ,2021-10-02 16:03:45,-25.0519,33.6442,77.9,59,76,7.7
350,Ushumun,RU,2021-10-02 16:03:46,52.7833,126.5333,30.76,74,13,3.76
351,Baiyin,CN,2021-10-02 16:03:46,36.5583,104.2081,65.8,60,100,5.59
352,Agadez,NE,2021-10-02 16:03:46,19.75,10.25,92.14,13,0,7.83
353,Mount Isa,AU,2021-10-02 16:03:47,-20.7333,139.5,60.57,27,0,4.61
354,Lasa,IT,2021-10-02 16:03:47,46.6166,10.7002,64.31,77,85,5.28
355,Nabire,ID,2021-10-02 16:03:47,-3.3667,135.4833,76.15,92,100,3.47
356,Kiunga,PG,2021-10-02 16:03:48,-6.1219,141.2906,73.38,100,94,0.63
357,Varhaug,NO,2021-10-02 16:03:48,58.6147,5.6457,57.78,71,92,21.47
358,Kulhudhuffushi,MV,2021-10-02 16:03:49,6.6221,73.07,82.09,78,100,15.59
359,Belmonte,BR,2021-10-02 16:03:49,-15.8631,-38.8828,84.7,63,27,13.42
360,Atar,MR,2021-10-02 16:03:49,20.5169,-13.0499,106.07,9,31,9.78
361,Udachnyy,RU,2021-10-02 16:03:50,66.4167,112.4,28.99,59,69,2.33
362,Gorom-Gorom,BF,2021-10-02 16:03:50,14.4439,-0.2361,100.6,17,4,6.98
363,Mahibadhoo,MV,2021-10-02 16:03:50,3.7833,72.9667,82.42,77,73,14.14
364,Santa Barbara,US,2021-10-02 16:03:51,34.7333,-120.0343,79.34,13,0,1.41
365,Qaqortoq,GL,2021-10-02 16:03:51,60.7167,-46.0333,45.1,40,4,6.04
366,Melekhovo,RU,2021-10-02 16:03:52,56.2773,41.2935,43.56,76,15,1.5
367,Parauna,BR,2021-10-02 16:03:52,-16.9478,-50.4486,94.21,29,19,7.14
368,Katsuura,JP,2021-10-02 16:03:52,35.1333,140.3,70.2,82,1,6.29
369,Kiruna,SE,2021-10-02 16:03:53,67.8557,20.2251,47.32,87,90,16.11
370,Korla,CN,2021-10-02 16:03:53,41.7597,86.1469,59.32,30,93,19.06
371,Kapit,MY,2021-10-02 16:03:54,2.0167,112.9333,73.09,99,86,0.83
372,Kavieng,PG,2021-10-02 16:03:54,-2.5744,150.7967,81.32,73,83,6.38
373,Kargil,IN,2021-10-02 16:03:54,34.5667,76.1,53.06,48,22,8.77
374,Bagru,IN,2021-10-02 16:03:55,26.8088,75.5423,77.34,65,45,6.31
375,Leh,IN,2021-10-02 16:03:55,34.1667,77.5833,57.54,42,16,5.91
376,Faanui,PF,2021-10-02 16:03:55,-16.4833,-151.75,79.21,69,29,19.04
377,Beloha,MG,2021-10-02 16:03:56,-25.1667,45.05,75.47,56,31,6.69
378,Kathu,TH,2021-10-02 16:03:56,7.9178,98.3332,84.69,92,100,3.94
379,Chimore,BO,2021-10-02 16:03:56,-16.9833,-65.1333,100.62,28,5,6.76
380,Orje,NO,2021-10-02 16:03:57,59.4802,11.6602,53.8,98,100,6.69
381,Westport,US,2021-10-02 16:03:57,41.1415,-73.3579,73.89,63,1,1.01
382,Schoneiche,DE,2021-10-02 16:03:57,52.4667,13.6833,67.33,64,20,8.05
383,Airai,TL,2021-10-02 16:03:58,-8.9266,125.4092,60.57,90,100,0.49
384,Vestmanna,FO,2021-10-02 16:03:58,62.1564,-7.1664,49.12,93,75,16.11
385,Ormara,PK,2021-10-02 16:03:59,25.2088,64.6357,83.52,77,26,5.08
386,Anadyr,RU,2021-10-02 16:01:11,64.75,177.4833,26.01,73,79,5.99
387,Dwarka,IN,2021-10-02 16:03:59,22.2394,68.9678,82.24,80,85,5.97
388,Kristiinankaupunki,FI,2021-10-02 16:03:59,62.2743,21.376,52.66,75,14,15.03
389,Delta Del Tigre,UY,2021-10-02 16:04:00,-34.7633,-56.3853,71.71,32,0,20.71
390,Montelibano,CO,2021-10-02 16:04:00,7.9829,-75.4229,82.4,80,84,2.01
391,Amuntai,ID,2021-10-02 16:04:01,-2.4177,115.2494,72.75,98,86,2.21
392,Valdivia,CL,2021-10-02 16:02:33,-39.8142,-73.2459,50.38,55,54,1.63
393,Iqaluit,CA,2021-10-02 16:04:02,63.7506,-68.5145,34.7,69,7,3.0
394,Adelaide,AU,2021-10-02 16:00:03,-34.9333,138.6,66.29,64,96,4.0
395,Bonoua,CI,2021-10-02 16:04:02,5.2741,-3.595,76.62,71,80,8.61
396,Ostrovnoy,RU,2021-10-02 16:04:02,68.0531,39.5131,44.91,81,57,17.98
397,Narsaq,GL,2021-10-02 16:04:03,60.9167,-46.05,44.82,41,7,4.7
398,Mareeba,AU,2021-10-02 16:00:23,-17.0,145.4333,68.72,92,18,0.31
399,Nelson Bay,AU,2021-10-02 16:04:03,-32.7167,152.15,62.65,75,3,15.59
400,Bose,IT,2021-10-02 16:04:04,45.4612,8.0137,68.07,79,94,3.0
401,Palmer,US,2021-10-02 16:04:04,42.1584,-72.3287,70.32,58,75,1.01
402,Port Hardy,CA,2021-10-02 16:00:30,50.6996,-127.4199,48.6,96,100,15.41
403,Bekhtery,UA,2021-10-02 16:04:05,46.251,32.2927,54.0,62,100,13.91
404,Pangody,RU,2021-10-02 16:04:05,65.85,74.4859,30.38,85,100,15.32
405,Zemio,CF,2021-10-02 16:04:05,5.0314,25.1361,70.3,91,86,3.91
406,Minab,IR,2021-10-02 16:04:06,27.1467,57.0801,90.9,69,72,5.03
407,Ambalavao,MG,2021-10-02 16:04:06,-21.8333,46.9333,64.42,62,1,5.35
408,Souillac,MU,2021-10-02 16:04:06,-20.5167,57.5167,74.35,76,19,13.89
409,San Jose De Rio Tinto,HN,2021-10-02 16:04:07,14.9333,-85.7,94.57,49,69,3.91
410,Huarmey,PE,2021-10-02 16:04:07,-10.0681,-78.1522,67.23,74,47,8.57
411,Chuy,UY,2021-10-02 16:04:07,-33.6971,-53.4616,64.96,53,0,8.63
412,Bac Lieu,VN,2021-10-02 16:04:08,9.285,105.7244,80.33,85,100,8.61
413,Sukpak,RU,2021-10-02 16:04:08,51.6667,94.6333,39.02,45,100,3.53
414,Camargo,MX,2021-10-02 16:04:08,27.6667,-105.1667,74.12,56,8,3.74
415,General Roca,AR,2021-10-02 16:04:09,-39.0333,-67.5833,57.6,21,2,22.53
416,Vila Velha,BR,2021-10-02 16:04:09,-20.3297,-40.2925,87.75,58,0,18.41
417,Waipawa,NZ,2021-10-02 16:04:09,-41.4122,175.5153,51.46,88,100,4.61
418,Guerrero,MX,2021-10-02 16:04:10,17.6667,-100.0,70.65,90,88,1.66
419,Yulara,AU,2021-10-02 16:04:10,-25.2406,130.9889,71.44,23,0,16.11
420,Lubango,AO,2021-10-02 16:04:10,-14.9172,13.4925,74.71,23,2,11.52
421,Sobolevo,RU,2021-10-02 16:04:11,54.4299,31.8996,46.45,77,34,6.76
422,Quatre Cocos,MU,2021-10-02 16:04:11,-20.2078,57.7625,74.08,78,15,14.16
423,Tiksi,RU,2021-10-02 16:04:12,71.6872,128.8694,24.75,89,52,14.29
424,Maua,BR,2021-10-02 16:02:57,-23.6678,-46.4614,78.37,64,89,4.94
425,Woodward,US,2021-10-02 16:04:12,36.4337,-99.3904,68.97,77,40,6.91
426,Sonqor,IR,2021-10-02 16:04:13,34.7837,47.6004,74.21,20,6,4.52
427,Broken Hill,AU,2021-10-02 16:04:13,-31.95,141.4333,65.08,37,100,9.24
428,Mao,ES,2021-10-02 16:00:26,39.8885,4.2658,73.96,68,20,6.91
429,Sayyan,YE,2021-10-02 16:04:13,15.1718,44.3244,67.98,39,100,8.55
430,Wagar,SD,2021-10-02 16:04:14,16.1525,36.2032,99.66,17,95,7.7
431,Mudgee,AU,2021-10-02 16:00:54,-32.5943,149.5871,51.85,100,40,3.44
432,Inza,RU,2021-10-02 16:04:14,53.8533,46.3586,44.65,79,2,4.23
433,Listvyanskiy,RU,2021-10-02 16:04:14,54.4399,83.4984,33.19,81,97,10.13
434,Nha Trang,VN,2021-10-02 16:04:16,12.25,109.1833,82.4,91,30,4.38
435,Sambava,MG,2021-10-02 16:04:16,-14.2667,50.1667,73.42,81,10,11.3
436,Gustrow,DE,2021-10-02 16:04:17,53.7972,12.1734,61.99,77,75,4.61
437,Angoram,PG,2021-10-02 16:04:17,-4.0625,144.0661,73.9,98,86,0.92
438,San Andres,CO,2021-10-02 16:00:37,12.5847,-81.7006,83.79,74,34,14.09
439,Richards Bay,ZA,2021-10-02 16:04:17,-28.783,32.0377,66.85,90,100,8.9
440,Sept-Iles,CA,2021-10-02 16:01:03,50.2001,-66.3821,44.06,91,90,2.3
441,Huari,PE,2021-10-02 16:04:18,-9.3333,-77.2333,52.81,61,36,3.98
442,Ornes,NO,2021-10-02 16:04:18,66.8689,13.7078,59.11,87,100,3.2
443,Cocorit,MX,2021-10-02 16:04:19,27.5833,-109.9667,82.74,36,0,5.41
444,Achalpur,IN,2021-10-02 16:04:19,21.2572,77.5086,78.46,82,64,2.33
445,Nome,US,2021-10-02 16:04:19,64.5011,-165.4064,29.16,80,40,9.22
446,Poum,NC,2021-10-02 16:04:20,-20.2333,164.0167,73.78,84,16,18.79
447,Ketchikan,US,2021-10-02 16:00:45,55.3422,-131.6461,46.53,86,83,9.86
448,Marquette,US,2021-10-02 16:04:20,46.5333,-87.6335,68.34,80,95,1.7
449,Zhuanghe,CN,2021-10-02 16:04:20,39.7008,122.9911,67.91,92,91,10.4
450,Turukhansk,RU,2021-10-02 16:04:21,65.8167,87.9833,31.93,90,100,1.97
451,Najran,SA,2021-10-02 16:04:21,17.4924,44.1277,84.97,24,61,11.18
452,Bad Salzungen,DE,2021-10-02 16:04:22,50.8167,10.2333,68.47,54,97,1.99
453,Praia,CV,2021-10-02 16:04:22,14.9215,-23.5087,86.54,66,20,9.22
454,Botwood,CA,2021-10-02 16:04:22,49.1499,-55.3482,60.91,62,84,5.23
455,Seoul,KR,2021-10-02 16:00:12,37.5683,126.9778,69.24,76,7,2.57
456,Cervo,ES,2021-10-02 16:04:23,43.6702,-7.4101,68.2,72,100,22.37
457,Doka,SD,2021-10-02 16:04:23,13.5167,35.7667,81.32,64,76,5.66
458,Kavali,IN,2021-10-02 16:04:23,14.9167,79.9833,84.25,74,12,8.3
459,Isangel,VU,2021-10-02 16:04:24,-19.55,169.2667,72.07,96,100,6.08
460,Carbondale,US,2021-10-02 16:03:06,37.7273,-89.2168,72.03,96,90,8.05
461,Envira,BR,2021-10-02 16:04:24,-7.3,-70.2167,94.33,40,24,4.27
462,Hamilton,US,2021-10-02 16:04:25,39.1834,-84.5333,75.38,74,75,1.99
463,Coari,BR,2021-10-02 16:04:25,-4.085,-63.1414,81.5,75,100,2.21
464,The Valley,AI,2021-10-02 16:04:25,18.217,-63.0578,87.94,66,20,20.71
465,Ilo,PE,2021-10-02 16:04:26,-17.6394,-71.3375,63.46,77,90,12.66
466,Pandamatenga,BW,2021-10-02 16:04:26,-18.5278,25.627,86.56,24,68,3.96
467,Adrar,MR,2021-10-02 16:04:26,20.5022,-10.0711,103.41,6,7,10.94
468,Ursulo Galvan,MX,2021-10-02 16:04:27,22.7333,-98.3,78.08,81,100,1.7
469,Refojos De Basto,PT,2021-10-02 16:04:16,41.5132,-7.9952,64.02,92,100,10.94
470,Rietavas,LT,2021-10-02 16:04:27,55.7194,21.9311,49.46,78,19,10.27
471,Kangasala,FI,2021-10-02 16:04:27,61.4638,24.076,52.86,79,99,8.88
472,Kosh-Agach,RU,2021-10-02 16:04:28,50.0,88.6667,23.79,83,96,4.61
473,Cassilandia,BR,2021-10-02 16:04:28,-19.1133,-51.7342,100.65,24,6,10.16
474,Chilca,PE,2021-10-02 16:04:28,-12.5211,-76.7372,64.08,79,84,7.36
475,Moberly,US,2021-10-02 16:04:29,39.4184,-92.4382,69.93,90,90,5.75
476,Bonavista,CA,2021-10-02 16:04:29,48.6499,-53.1147,63.12,76,36,7.92
477,Manati,PR,2021-10-02 16:04:29,18.4275,-66.4921,90.63,76,78,10.0
478,Dalianwan,CN,2021-10-02 16:04:30,39.0286,121.695,73.44,83,75,13.42
479,Harper,LR,2021-10-02 16:04:30,4.375,-7.7169,79.65,80,98,8.28
480,Coquimbo,CL,2021-10-02 16:01:37,-29.9533,-71.3436,62.02,62,11,11.1
481,Piacabucu,BR,2021-10-02 16:04:31,-10.4056,-36.4344,83.55,63,3,12.21
482,Soyo,AO,2021-10-02 16:04:31,-6.1349,12.3689,77.38,77,75,10.42
483,Puerto Madryn,AR,2021-10-02 16:03:20,-42.7692,-65.0385,46.09,73,98,33.82
484,Sembakung,ID,2021-10-02 16:04:31,3.8167,117.25,80.53,98,100,1.45
485,Longyearbyen,SJ,2021-10-02 16:01:12,78.2186,15.6401,37.24,87,75,2.3
486,Gushikawa,JP,2021-10-02 16:04:32,26.3544,127.8686,78.03,88,75,0.0
487,Ereymentau,KZ,2021-10-02 16:04:32,51.6199,73.1033,35.22,69,100,3.69
488,Druzhnaya Gorka,RU,2021-10-02 16:04:33,59.2761,30.1425,51.08,83,98,5.41
489,Ixtapa,MX,2021-10-02 16:00:24,20.7,-105.2,82.22,81,70,1.01
490,Odweyne,SO,2021-10-02 16:04:33,9.4092,45.064,76.24,63,56,10.29
491,Kudahuvadhoo,MV,2021-10-02 16:04:34,2.6708,72.8944,82.92,74,24,13.91
492,Soyaniquilpan,MX,2021-10-02 16:04:34,19.9833,-99.5,61.43,78,76,4.65
493,Olovyannaya,RU,2021-10-02 16:04:34,50.95,115.5667,34.61,71,100,7.52
494,Letka,RU,2021-10-02 16:04:35,59.6011,49.4232,44.04,89,100,3.4
495,Itaituba,BR,2021-10-02 16:04:35,-4.2761,-55.9836,76.06,92,100,2.66
496,Djambala,CG,2021-10-02 16:04:35,-2.5447,14.7533,75.7,75,96,2.28
497,Natal,BR,2021-10-02 16:00:51,-5.795,-35.2094,85.68,57,14,13.69
498,Thayetmyo,MM,2021-10-02 16:04:36,19.3167,95.1833,76.42,97,98,5.73
499,Mount Gambier,AU,2021-10-02 16:04:36,-37.8333,140.7667,53.51,100,90,11.5
500,Srandakan,ID,2021-10-02 16:04:36,-7.9386,110.2506,76.82,78,83,5.3
501,Port Lincoln,AU,2021-10-02 16:04:37,-34.7333,135.8667,57.81,92,100,17.31
502,Vao,NC,2021-10-02 16:04:37,-22.6667,167.4833,71.1,91,100,17.02
503,Vaitape,PF,2021-10-02 16:04:37,-16.5167,-151.75,79.21,69,29,19.01
504,Yeryeri,GR,2021-10-02 16:04:38,35.1333,24.95,63.77,64,57,12.24
505,Abnub,EG,2021-10-02 16:04:38,27.2696,31.1511,83.12,31,0,11.72
506,Salalah,OM,2021-10-02 16:04:38,17.0151,54.0924,82.49,83,75,9.22
507,Antofagasta,CL,2021-10-02 16:02:35,-23.65,-70.4,68.22,56,16,10.13
508,Leningradskiy,RU,2021-10-02 16:04:39,69.3833,178.4167,12.78,74,26,12.5
509,Lompoc,US,2021-10-02 16:00:24,34.6391,-120.4579,86.13,31,0,0.78
510,Ilebo,CD,2021-10-02 16:04:39,-4.3167,20.5833,83.88,59,71,1.81
511,Yaan,NG,2021-10-02 16:04:40,7.3833,8.5667,82.45,76,83,3.4
512,Beringovskiy,RU,2021-10-02 16:04:40,63.05,179.3167,29.77,82,99,9.8
513,Kenai,US,2021-10-02 16:04:40,60.5544,-151.2583,40.14,73,90,0.0
514,Mehamn,NO,2021-10-02 16:04:41,71.0357,27.8492,50.02,84,95,18.61
515,Cockburn Town,TC,2021-10-02 16:04:41,21.4612,-71.1419,82.36,65,75,6.91
516,Pahrump,US,2021-10-02 16:04:41,36.2083,-115.9839,77.59,14,0,1.23
517,El Paso,US,2021-10-02 16:00:46,31.8001,-106.2005,71.65,50,0,2.42
518,Panzhihua,CN,2021-10-02 16:04:42,26.5851,101.7128,71.44,74,0,0.81
519,Dakoro,NE,2021-10-02 16:04:42,14.5106,6.765,97.79,10,6,0.76
520,Tessalit,ML,2021-10-02 16:04:43,20.1986,1.0114,99.43,9,92,8.95
521,Rio Claro,BR,2021-10-02 16:02:03,-22.4114,-47.5614,80.78,43,99,6.62
522,Buraydah,SA,2021-10-02 16:04:43,26.326,43.975,86.58,11,5,1.5
523,Surgut,RU,2021-10-02 16:04:43,61.25,73.4167,33.98,93,40,11.18
524,Sao Filipe,CV,2021-10-02 16:04:44,14.8961,-24.4956,79.93,80,40,7.14
525,Bandarbeyla,SO,2021-10-02 16:04:44,9.4942,50.8122,80.58,76,39,22.97
526,Bubaque,GW,2021-10-02 16:04:45,11.2833,-15.8333,82.72,71,75,4.7
527,Maniitsoq,GL,2021-10-02 16:04:45,65.4167,-52.9,39.83,76,80,10.2
528,Mugur-Aksy,RU,2021-10-02 16:04:45,50.35,90.5,18.32,81,100,6.15
529,Dudinka,RU,2021-10-02 16:04:46,69.4058,86.1778,20.48,93,94,13.49
530,Lufilufi,WS,2021-10-02 16:04:46,-13.8745,-171.5986,80.47,79,100,19.69
531,Sao Luis De Montes Belos,BR,2021-10-02 16:04:46,-16.525,-50.3722,97.59,27,19,5.7
532,Junagarh,IN,2021-10-02 16:04:47,19.8667,82.9333,77.99,89,96,2.15
533,Port Blair,IN,2021-10-02 16:04:47,11.6667,92.75,80.55,82,97,5.95
534,Basco,PH,2021-10-02 16:04:47,20.4487,121.9702,83.53,72,36,22.17
535,Manoel Urbano,BR,2021-10-02 16:04:48,-8.8389,-69.2597,97.68,34,11,5.44
536,Mehran,IR,2021-10-02 16:04:48,33.1222,46.1646,94.41,10,0,8.52
537,Coihaique,CL,2021-10-02 16:01:40,-45.5752,-72.0662,40.96,75,88,10.04
538,Tambovka,RU,2021-10-02 16:04:48,50.0969,128.0489,37.22,84,17,4.81
539,Svetlaya,RU,2021-10-02 16:04:49,46.5389,138.3297,46.74,74,14,8.28
540,Pisco,PE,2021-10-02 16:04:49,-13.7,-76.2167,68.05,68,0,12.66
541,Phangnga,TH,2021-10-02 16:04:49,8.4509,98.5298,84.9,92,100,1.32
542,Kaeo,NZ,2021-10-02 16:04:50,-35.1,173.7833,53.33,92,66,7.02
543,Juliaca,PE,2021-10-02 16:04:50,-15.5,-70.1333,62.06,23,14,2.93
544,Lagoa,PT,2021-10-02 16:04:51,39.05,-27.9833,71.22,91,66,18.84
545,Kailua,US,2021-10-02 16:04:51,21.4022,-157.7394,76.98,78,20,9.22
546,Qasigiannguit,GL,2021-10-02 16:04:51,68.8193,-51.1922,28.09,90,12,2.06
547,Santa Cruz,BO,2021-10-02 16:04:10,-17.8,-63.1667,96.93,31,7,18.75
548,Klaksvik,FO,2021-10-02 16:04:52,62.2266,-6.589,50.92,84,100,27.25
549,Lima,PE,2021-10-02 16:04:52,-12.0432,-77.0282,62.38,79,90,5.75
550,North Bend,US,2021-10-02 16:04:52,43.4065,-124.2243,52.16,93,90,0.0
551,Simbahan,PH,2021-10-02 16:04:53,6.3032,120.5836,83.53,73,89,5.82
552,Rio Gallegos,AR,2021-10-02 16:04:53,-51.6226,-69.2181,50.05,37,0,19.57
553,Aljezur,PT,2021-10-02 16:04:53,37.3191,-8.8033,70.68,75,27,10.25
554,Sistranda,NO,2021-10-02 16:04:54,63.7256,8.834,58.89,87,87,11.74
555,Flinders,AU,2021-10-02 16:04:55,-34.5833,150.8552,56.8,91,6,1.01
556,Comodoro Rivadavia,AR,2021-10-02 16:01:54,-45.8667,-67.5,49.86,37,0,16.11
557,Crotone,IT,2021-10-02 16:04:55,39.0851,17.1178,71.92,63,77,5.57
558,Alyangula,AU,2021-10-02 16:04:55,-13.8483,136.4192,79.79,74,97,15.64
559,Pingyin,CN,2021-10-02 16:04:56,36.2831,116.4453,72.48,78,52,10.0
560,Ahipara,NZ,2021-10-02 16:04:56,-35.1667,173.1667,53.2,90,55,8.03
561,La Crosse,US,2021-10-02 16:00:59,43.8014,-91.2396,74.77,79,75,1.99
562,Sao Felix Do Xingu,BR,2021-10-02 16:04:56,-6.6447,-51.995,90.07,51,99,1.19
563,Bathsheba,BB,2021-10-02 16:04:57,13.2167,-59.5167,92.01,58,40,26.46
564,Hovd,MN,2021-10-02 16:04:57,48.0056,91.6419,37.11,32,38,9.15
565,Rantoul,US,2021-10-02 16:04:57,40.3084,-88.1559,71.1,91,90,10.36
566,Bereznik,RU,2021-10-02 16:04:58,62.8551,42.7072,45.18,73,100,1.59
567,Villa Union,MX,2021-10-02 16:04:58,23.2,-106.2333,82.9,89,90,0.0
568,Zherdevka,RU,2021-10-02 16:04:58,51.8486,41.4606,54.45,61,86,4.25
569,Kaspiysk,RU,2021-10-02 16:04:59,42.8816,47.6392,59.23,76,75,18.01
570,Itaguai,BR,2021-10-02 16:04:59,-22.8522,-43.7753,85.68,63,88,10.6
571,Lieksa,FI,2021-10-02 16:05:00,63.3167,30.0167,50.05,84,100,8.99
