City_ID,City,Country,Date,Lat,Long,Max Temp,Humidity,Clouds,Wind Speed
98,Vossevangen,NO,2021-10-02 16:02:18,60.623,6.4229,53.62,66,100,5.57
99,Urusha,RU,2021-10-02 16:02:19,54.05,122.9,28.38,80,8,3.29
100,Mackay,AU,2021-10-02 16:02:19,-21.15,149.2,67.05,93,1,7.63
101,Port-Gentil,GA,2021-10-02 16:02:19,-0.7193,8.7815,78.42,83,84,12.01
102,Saint-Pierre,RE,2021-10-02 16:02:20,-21.3393,55.4781,73.08,73,0,6.91
103,Marawi,PH,2021-10-02 16:02:20,7.9986,124.2928,66.65,95,97,1.52
104,Sao Joao Da Barra,BR,2021-10-02 16:02:20,-21.6403,-41.0511,79.52,71,87,9.69
105,Rawson,AR,2021-10-02 16:02:21,-43.3002,-65.1023,48.06,62,100,35.21
106,Fagersta,SE,2021-10-02 16:02:21,60.0042,15.7932,54.19,90,100,10.13
107,Bilma,NE,2021-10-02 16:02:22,18.6853,12.9164,96.66,11,0,2.26
108,Hay River,CA,2021-10-02 16:01:50,60.8156,-115.7999,49.51,59,100,12.33
109,Lebu,CL,2021-10-02 16:02:22,-37.6167,-73.65,50.45,58,62,13.35
110,Dauphin,CA,2021-10-02 16:02:22,51.1494,-100.0502,59.97,49,18,8.08
111,Hofn,IS,2021-10-02 16:02:23,64.2539,-15.2082,47.3,73,100,18.12
112,Santo Antonio Do Leverger,BR,2021-10-02 16:02:23,-15.8656,-56.0767,100.78,22,2,10.49
113,Srednekolymsk,RU,2021-10-02 16:02:23,67.45,153.6833,20.66,93,95,8.7
114,Ouadda,CF,2021-10-02 16:02:24,8.0777,22.4007,73.08,88,100,6.38
115,Phanat Nikhom,TH,2021-10-02 16:02:24,13.4458,101.1844,86.29,88,99,3.74
116,Labuhan,ID,2021-10-02 16:02:24,-6.8844,112.2051,78.87,73,100,12.12
117,Punta De Piedra,VE,2021-10-02 16:02:25,7.6176,-71.4916,88.79,54,92,3.09
118,Saint-Georges,GD,2021-10-02 16:02:25,12.0564,-61.7485,85.64,68,54,18.41
119,Vardo,NO,2021-10-02 16:02:25,70.3705,31.1107,48.51,83,98,25.57
120,Ivanava,BY,2021-10-02 16:02:26,52.1451,25.5365,51.21,64,54,9.51
121,Kirkland Lake,CA,2021-10-02 16:02:26,48.1446,-80.0377,58.03,94,100,3.22
122,Hasaki,JP,2021-10-02 16:02:26,35.7333,140.8333,68.4,75,57,5.66
123,Dingzhou,CN,2021-10-02 16:02:27,38.5131,114.9956,67.98,89,100,2.59
124,Clyde River,CA,2021-10-02 16:02:27,70.4692,-68.5914,38.98,86,100,5.82
125,Srikakulam,IN,2021-10-02 16:02:28,18.3,83.9,81.27,81,49,5.06
126,Ambulu,ID,2021-10-02 16:02:28,-8.345,113.6058,76.42,83,99,2.55
127,Carnarvon,AU,2021-10-02 16:02:28,-24.8667,113.6333,65.34,63,0,15.86
128,Kotelnich,RU,2021-10-02 16:02:29,58.3089,48.348,45.43,89,100,4.05
129,Hithadhoo,MV,2021-10-02 16:02:29,-0.6,73.0833,83.1,74,44,9.64
130,Grudziadz,PL,2021-10-02 16:02:29,53.4841,18.7537,64.94,86,100,6.22
131,Mar Del Plata,AR,2021-10-02 16:02:30,-38.0023,-57.5575,57.13,1,91,15.99
132,Bengkulu,ID,2021-10-02 16:02:30,-3.8004,102.2655,77.27,91,89,7.2
133,Caravelas,BR,2021-10-02 16:02:30,-17.7125,-39.2481,85.14,57,4,13.6
134,Teya,RU,2021-10-02 16:02:31,60.3778,92.6267,32.79,95,99,2.42
135,Qaanaaq,GL,2021-10-02 16:02:31,77.484,-69.3632,26.06,84,100,12.93
136,Prince Rupert,CA,2021-10-02 16:02:31,54.3161,-130.3201,48.29,87,90,12.66
137,Meulaboh,ID,2021-10-02 16:02:32,4.1363,96.1285,77.27,83,99,1.34
138,Avarua,CK,2021-10-02 16:02:32,-21.2078,-159.775,71.65,94,75,3.44
139,Sawai Madhopur,IN,2021-10-02 16:02:33,25.9833,76.3667,81.73,73,9,4.18
140,Saskylakh,RU,2021-10-02 16:02:33,71.9167,114.0833,18.09,98,100,3.18
141,Puerto Baquerizo Moreno,EC,2021-10-02 16:02:33,-0.9,-89.6,69.49,88,91,9.98
142,Cidreira,BR,2021-10-02 16:02:34,-30.1811,-50.2056,66.87,67,79,8.86
143,Pandan Niog,PH,2021-10-02 16:02:34,6.2282,120.5631,83.57,73,93,5.48
144,Utete,TZ,2021-10-02 16:02:34,-7.986,38.758,77.36,62,41,10.74
145,Merauke,ID,2021-10-02 16:01:11,-8.4667,140.3333,77.68,85,63,7.54
146,Tazovskiy,RU,2021-10-02 16:02:35,67.4667,78.7,30.43,77,99,15.39
147,Monterey,US,2021-10-02 16:02:35,36.2505,-121.2516,50.2,22,0,1.83
148,Barrow,US,2021-10-02 16:00:44,71.2906,-156.7887,28.42,74,90,20.71
149,Puerto Ayora,EC,2021-10-02 16:02:36,-0.7393,-90.3518,71.44,83,94,9.13
150,Suluq,LY,2021-10-02 16:02:36,31.6682,20.2521,78.8,41,19,16.31
151,Muisne,EC,2021-10-02 16:02:36,0.6,-80.0333,77.43,81,95,9.44
152,Celestun,MX,2021-10-02 16:02:37,20.8667,-90.4,86.23,59,77,5.1
153,Bay Roberts,CA,2021-10-02 16:02:37,47.5999,-53.2648,66.06,73,100,8.01
154,Bayir,TR,2021-10-02 16:02:37,37.2687,28.2167,70.32,37,9,4.47
155,Antananarivo,MG,2021-10-02 16:02:37,-18.9137,47.5361,64.36,59,20,11.5
156,Road Town,VG,2021-10-02 16:02:38,18.4167,-64.6167,86.2,74,100,19.55
157,Porto Santo,PT,2021-10-02 16:02:38,33.072,-16.3415,75.11,64,40,12.66
158,San Patricio,US,2021-10-02 16:02:38,28.017,-97.5169,81.05,66,85,6.71
159,Hobyo,SO,2021-10-02 16:02:39,5.3505,48.5268,79.32,81,2,22.66
160,Chifeng,CN,2021-10-02 16:02:39,42.2683,118.9636,62.82,69,99,14.72
161,Kamenka,RU,2021-10-02 16:02:39,51.3223,42.7678,53.22,60,89,1.59
162,Mafinga,TZ,2021-10-02 16:02:40,-7.25,35.0667,84.45,20,27,7.34
163,Nizhniy Tsasuchey,RU,2021-10-02 16:02:40,50.5167,115.1333,36.95,67,100,8.66
164,Les Cayes,HT,2021-10-02 16:02:41,18.2,-73.75,88.66,54,24,11.32
165,Port Alfred,ZA,2021-10-02 16:02:41,-33.5906,26.891,58.12,62,44,35.5
166,San Cristobal,VE,2021-10-02 16:02:41,7.7669,-72.225,83.66,46,97,8.05
167,Lecce,IT,2021-10-02 16:02:42,40.2167,18.1667,72.86,55,90,3.31
168,Hualmay,PE,2021-10-02 16:02:42,-11.0964,-77.6139,67.19,70,57,8.16
169,Geraldton,AU,2021-10-02 16:02:43,-28.7667,114.6,62.13,77,75,6.91
170,Ilulissat,GL,2021-10-02 16:02:43,69.2167,-51.1,26.64,93,16,2.48
171,Hambantota,LK,2021-10-02 16:02:43,6.1241,81.1185,77.34,100,20,2.3
172,Erzin,TR,2021-10-02 16:02:43,36.9559,36.2,82.92,47,0,3.62
173,Mandalgovi,MN,2021-10-02 16:02:44,45.7625,106.2708,33.84,74,100,17.92
174,Ostersund,SE,2021-10-02 16:02:44,63.1792,14.6357,49.6,93,75,17.27
175,Mont-De-Marsan,FR,2021-10-02 16:02:44,44.0,-0.6667,78.62,73,0,3.0
176,Malm,NO,2021-10-02 16:02:45,64.0721,11.2172,58.84,70,42,12.88
177,Brigantine,US,2021-10-02 16:02:45,39.4101,-74.3646,76.01,59,1,9.22
178,Kahului,US,2021-10-02 16:02:45,20.8947,-156.47,77.85,84,22,13.0
179,Talnakh,RU,2021-10-02 16:02:46,69.4865,88.3972,18.45,92,86,2.82
180,Tecoanapa,MX,2021-10-02 16:02:46,16.5167,-98.75,84.92,68,41,3.44
181,Tahta,EG,2021-10-02 16:02:47,26.7693,31.5021,84.47,28,0,13.98
182,Puerto Del Rosario,ES,2021-10-02 16:02:47,28.5004,-13.8627,82.08,73,0,17.27
183,Dawson Creek,CA,2021-10-02 16:00:29,55.7666,-120.2362,48.99,54,81,14.38
184,Farafangana,MG,2021-10-02 16:02:48,-22.8167,47.8333,73.13,83,0,17.47
185,Viedma,AR,2021-10-02 16:02:48,-40.8135,-62.9967,57.58,43,94,21.23
186,Alanya,TR,2021-10-02 16:00:25,36.5438,31.9998,75.7,44,13,2.26
187,Behbahan,IR,2021-10-02 16:02:48,30.5959,50.2417,96.33,9,0,9.26
188,Gizo,SB,2021-10-02 16:02:49,-8.103,156.8419,82.15,74,100,3.69
189,Christchurch,NZ,2021-10-02 15:59:44,-43.5333,172.6333,48.0,87,100,0.0
190,Hirara,JP,2021-10-02 16:02:49,24.8,125.2833,81.37,69,8,15.61
191,Tuktoyaktuk,CA,2021-10-02 16:02:50,69.4541,-133.0374,32.72,92,98,14.94
192,Pincher Creek,CA,2021-10-02 16:02:50,49.4833,-113.952,54.28,32,100,14.94
193,Marzuq,YE,2021-10-02 16:02:50,14.4,46.4667,80.62,47,100,10.09
194,Nakambala,ZM,2021-10-02 16:02:51,-15.8324,27.7799,87.6,26,55,9.89
195,Jamestown,US,2021-10-02 16:02:51,42.097,-79.2353,71.19,58,1,5.99
196,Carora,VE,2021-10-02 16:02:51,10.1755,-70.0827,90.95,39,83,2.98
197,Bethel,US,2021-10-02 16:02:52,41.3712,-73.414,71.65,69,1,1.01
198,Tezu,IN,2021-10-02 16:02:52,27.9167,96.1667,74.03,93,1,3.85
199,Eldorado,BR,2021-10-02 16:02:53,-23.7869,-54.2836,76.08,60,93,8.61
200,Chimbote,PE,2021-10-02 16:02:53,-9.0853,-78.5783,66.79,74,83,8.1
201,Ponta Do Sol,PT,2021-10-02 16:02:53,32.6667,-17.1,79.72,74,0,1.95
202,Ugoofaaru,MV,2021-10-02 16:02:54,5.6667,73.0,81.14,80,99,13.58
203,Kaitangata,NZ,2021-10-02 16:02:54,-46.2817,169.8464,53.92,60,100,5.53
204,Letlhakane,BW,2021-10-02 16:02:54,-21.4167,25.5833,88.59,15,36,9.75
205,Escanaba,US,2021-10-02 16:02:55,45.7453,-87.0646,68.43,92,90,5.75
206,Dhanera,IN,2021-10-02 16:02:55,24.5167,72.0167,82.78,67,20,5.82
207,Ancud,CL,2021-10-02 16:02:55,-41.8697,-73.8203,49.12,57,53,10.16
208,Grand Gaube,MU,2021-10-02 16:02:56,-20.0064,57.6608,74.37,70,4,11.01
209,Henties Bay,NA,2021-10-02 16:02:56,-22.116,14.2845,60.85,81,2,14.61
210,Faya,SA,2021-10-02 16:02:57,18.3851,42.4509,72.12,47,91,3.87
211,Alakurtti,RU,2021-10-02 16:02:57,66.9672,30.3491,49.62,89,100,6.2
212,Luanda,AO,2021-10-02 16:02:16,-8.8368,13.2343,73.94,76,11,15.99
213,Bakreswar,IN,2021-10-02 16:02:58,23.8833,87.3667,84.06,85,82,3.51
214,College,US,2021-10-02 16:02:58,64.8569,-147.8028,31.21,94,90,3.44
215,Bar-Le-Duc,FR,2021-10-02 16:02:58,48.75,5.1667,73.58,57,100,17.78
216,Rocha,UY,2021-10-02 16:02:59,-34.4833,-54.3333,66.94,46,0,11.14
217,High Level,CA,2021-10-02 16:02:59,58.5169,-117.136,50.97,46,100,10.16
218,Iquitos,PE,2021-10-02 15:58:19,-3.7481,-73.2472,87.84,70,40,5.75
219,Kilindoni,TZ,2021-10-02 16:03:00,-7.9139,39.6668,77.4,73,76,12.59
220,Arraial Do Cabo,BR,2021-10-02 16:00:19,-22.9661,-42.0278,74.21,86,43,5.79
221,Yantal,RU,2021-10-02 16:03:00,56.8471,105.2542,34.97,97,100,4.97
222,Ust-Maya,RU,2021-10-02 16:03:01,60.4167,134.5333,27.73,93,60,1.45
223,At-Bashi,KG,2021-10-02 16:03:01,41.1702,75.8106,42.13,95,98,5.3
224,Lorengau,PG,2021-10-02 16:03:01,-2.0226,147.2712,79.77,76,9,1.66
225,Trairi,BR,2021-10-02 15:58:43,-3.2778,-39.2689,87.62,54,95,18.14
226,Grindavik,IS,2021-10-02 16:03:02,63.8424,-22.4338,44.91,81,75,26.46
227,Mayo,US,2021-10-02 16:03:02,38.8876,-76.5119,76.1,70,1,3.0
228,Saint-Philippe,RE,2021-10-02 16:03:03,-21.3585,55.7679,72.99,81,41,11.54
229,Necochea,AR,2021-10-02 16:03:03,-38.5473,-58.7368,55.04,69,100,11.72
230,Sioux Lookout,CA,2021-10-02 16:03:03,50.1001,-91.917,59.07,94,90,5.75
231,Tuatapere,NZ,2021-10-02 16:03:04,-46.1333,167.6833,50.83,89,100,3.58
232,Luderitz,NA,2021-10-02 16:03:04,-26.6481,15.1594,63.07,58,0,31.7
233,Nuevo Progreso,MX,2021-10-02 16:03:05,23.1667,-97.95,78.48,79,96,1.28
234,Hami,CN,2021-10-02 16:03:05,42.8,93.45,55.6,33,100,26.37
235,Boysun,UZ,2021-10-02 16:03:05,38.2061,67.1986,56.16,48,0,2.8
236,Antalaha,MG,2021-10-02 16:03:06,-14.9003,50.2788,71.37,83,9,8.03
237,Umm Lajj,SA,2021-10-02 16:03:06,25.0213,37.2685,82.69,70,4,11.27
238,Tabou,CI,2021-10-02 16:03:06,4.423,-7.3528,79.7,80,84,9.44
239,Esperance,AU,2021-10-02 16:03:07,-33.8667,121.9,56.7,68,33,20.0
240,Fare,PF,2021-10-02 16:03:07,-16.7,-151.0167,78.94,70,8,19.6
241,Luis Correia,BR,2021-10-02 16:03:07,-2.8792,-41.6669,89.6,62,20,18.41
242,Ponta Delgada,PT,2021-10-02 16:03:08,37.7333,-25.6667,74.12,83,40,16.11
243,Roald,NO,2021-10-02 16:03:08,62.5833,6.1333,60.33,67,0,3.44
244,Thompson,CA,2021-10-02 16:03:08,55.7435,-97.8558,57.61,52,49,3.74
245,Sukumo,JP,2021-10-02 16:03:09,32.9333,132.7333,66.24,68,0,3.85
246,Kokstad,ZA,2021-10-02 16:00:29,-30.5472,29.4241,55.04,78,46,5.1
247,Bilibino,RU,2021-10-02 16:03:09,68.0546,166.4372,15.4,95,100,2.17
248,Kruisfontein,ZA,2021-10-02 16:03:10,-34.0033,24.7314,51.89,62,100,25.72
249,San Quintin,MX,2021-10-02 16:03:10,30.4833,-115.95,77.72,44,98,1.19
250,Rundu,NA,2021-10-02 16:03:10,-17.9333,19.7667,90.81,9,0,6.58
251,Ulaanbaatar,MN,2021-10-02 16:03:11,47.9077,106.8832,30.24,88,91,11.12
252,Kingaroy,AU,2021-10-02 16:03:11,-26.5333,151.8333,55.71,62,90,3.18
253,Marystown,CA,2021-10-02 16:03:11,47.1666,-55.1483,62.85,100,1,3.0
254,Hashtrud,IR,2021-10-02 16:03:12,37.4779,47.0508,59.38,42,0,6.87
255,Egvekinot,RU,2021-10-02 16:03:12,66.3167,-179.1667,6.55,87,7,3.0
256,Hokitika,NZ,2021-10-02 16:03:12,-42.7167,170.9667,46.89,85,100,3.98
257,Simplicio Mendes,BR,2021-10-02 16:03:13,-7.8539,-41.9103,100.45,20,20,8.19
258,Ishim,RU,2021-10-02 16:03:13,56.1128,69.4902,36.9,66,100,6.38
259,Codrington,AU,2021-10-02 16:03:13,-38.2667,141.9667,46.6,97,19,6.73
260,Pekalongan,ID,2021-10-02 16:03:14,-6.8886,109.6753,75.02,78,84,6.08
261,Kloulklubed,PW,2021-10-02 16:03:14,7.0419,134.2556,81.1,78,100,15.79
262,Kichera,RU,2021-10-02 16:03:14,55.9375,110.0997,34.23,74,29,4.34
263,Fairbanks,US,2021-10-02 16:03:15,64.8378,-147.7164,31.23,94,90,5.75
264,Belyy Yar,RU,2021-10-02 16:03:15,53.6039,91.3903,37.29,81,0,6.71
265,Det Udom,TH,2021-10-02 16:03:15,14.906,105.0784,82.04,89,62,4.56
266,Tual,ID,2021-10-02 16:03:16,-5.6667,132.75,80.69,76,100,6.04
267,Biltine,TD,2021-10-02 16:03:16,14.5333,20.9167,96.64,14,0,5.99
268,Ballina,AU,2021-10-02 16:03:16,-28.8667,153.5667,56.79,71,12,8.72
269,Ornskoldsvik,SE,2021-10-02 16:03:17,63.2909,18.7153,51.62,93,90,19.57
270,Lithgow,AU,2021-10-02 16:03:17,-33.4833,150.15,49.48,94,33,8.63
271,Birao,CF,2021-10-02 16:03:17,10.2849,22.7882,82.94,66,100,2.51
272,Ilek,RU,2021-10-02 16:03:18,51.5271,53.3831,51.84,57,99,6.98
273,Poquoson,US,2021-10-02 15:59:20,37.1224,-76.3458,77.02,69,5,1.01
274,Mocuba,MZ,2021-10-02 16:03:18,-16.8392,36.9856,90.72,30,33,7.31
275,Fort Nelson,CA,2021-10-02 16:00:28,58.8053,-122.7002,45.88,61,100,7.54
276,Srednyaya Akhtuba,RU,2021-10-02 16:03:19,48.7089,44.8667,49.66,36,0,6.08
277,Nokaneng,BW,2021-10-02 16:03:19,-19.6667,22.2667,89.85,9,0,8.41
278,Taksimo,RU,2021-10-02 16:02:57,56.3444,114.8794,30.69,76,35,2.75
279,Maceio,BR,2021-10-02 15:59:42,-9.6658,-35.7353,87.24,70,75,9.22
280,Ikauna,IN,2021-10-02 16:03:20,27.55,81.9667,76.42,91,1,3.44
281,Port Maria,JM,2021-10-02 16:03:20,18.3685,-76.8895,88.97,76,14,10.09
282,Kamaishi,JP,2021-10-02 16:03:20,39.2667,141.8833,60.17,81,55,8.19
283,Iberia,US,2021-10-02 16:03:21,29.9502,-91.7507,80.67,94,40,4.61
284,Touros,BR,2021-10-02 16:03:21,-5.1989,-35.4608,86.9,59,6,16.51
285,Shenjiamen,CN,2021-10-02 16:03:21,29.9576,122.298,75.52,75,0,13.94
286,Half Moon Bay,US,2021-10-02 15:59:59,37.4636,-122.4286,76.95,76,12,2.57
287,Namatanai,PG,2021-10-02 16:03:22,-3.6667,152.4333,79.09,79,95,4.36
288,Isla Mujeres,MX,2021-10-02 16:03:23,21.2311,-86.731,87.85,68,17,12.59
289,Torbay,CA,2021-10-02 16:03:23,47.6666,-52.7314,65.28,74,100,3.0
290,Broome,US,2021-10-02 16:03:23,42.2506,-75.833,71.06,62,1,1.99
291,Campbell River,CA,2021-10-02 16:03:24,50.0163,-125.2446,51.26,100,100,4.12
292,Aykhal,RU,2021-10-02 16:03:24,66.0,111.5,27.93,51,78,2.24
293,Naryan-Mar,RU,2021-10-02 16:03:24,67.6713,53.087,36.12,78,100,4.79
294,Ciudad Bolivar,VE,2021-10-02 16:03:25,8.1222,-63.5497,91.49,45,4,8.59
